IDs,priority_tier,consensus_outlier_score,ligand_outlier,metal_connectivity_outlier,metal_oxidation_outlier,metal,formula,n_atoms,ilp_neighbors,reference_neighbors,ilp_oxidation,reference_oxidation
GEPGIT,C,1,1,0,0,Re,C22 H26 N7 Re1 S2,58,N N N S S,N N N S S,5,5
GEPGOZ,C,1,1,0,0,Tc,C22 H26 N7 S2 Tc1,58,N N N S S,N N N S S,5,5
GEQXAC,C,1,0,1,0,Pd,C29 H22 Cl1 N3 O5 P2 Pd1,63,Cl P P,Cl N P P,2,1
GESZEJ,C,1,0,1,0,Ni,C19 H36 Ni1 P2,58,C P P,C C P P,0,0
GETGES,C,1,0,0,1,Cu,C34 H29 Cu1 N3 1+,65,C N N N,C N N N,3,1
GEXZEQ,C,1,0,0,1,Pd,C25 H25 N7 Pd1 S2,60,N N N S,N N N S,4,2
GEXZIU,C,1,0,0,1,Pt,C25 H25 N7 Pt1 S2,60,N N N S,N N N S,4,2
GEZLAA,C,1,0,1,0,Zn,C26 H24 N4 O2 Zn1,57,N N N N O,N N N N,2,2
GEZNIK,C,1,0,1,0,Re,C25 H22 N2 O3 P1 Re1 S1,55,C C C N P,C C C N P S,1,1
GIGGOV,C,1,1,0,0,Ru,C28 H20 N2 O3 Ru1,54,C C C N N O,C C C N N O,2,2
GIGSAT,C,1,0,1,0,Mo,C22 H21 Mo1 N3 O6,53,N O O O O,N N O O O O,6,6
GIJXEC,C,1,0,1,0,Re,C15 H13 O2 Re1,31,C C O O,C C C O O,5,5
GIMLUJ,C,1,0,1,0,W,C20 H30 O3 W1,54,C C C O O O,C C C C C O O O,6,6
GIMVIJ,C,1,0,1,0,Ni,C40 H34 Ni1 P2,77,C P P,C C P P,0,0
GINROK,C,1,0,1,0,Y,C9 H22 Cl2 O6 Y1 1+,40,Cl Cl O O O O O,Cl Cl O O O O O O,3,3
GIYBOH,C,1,0,1,0,Mo,C26 H42 Cl2 Mo1 N4,75,Cl Cl N N N,Cl Cl N N N N,4,4
GIZRAK,C,1,0,1,0,Ti,C26 H28 N4 O2 Ti1,61,C C N N N N O O,N N N N O O,4,4
GOCSEY,C,1,0,1,0,Hg,C12 H14 Hg1 N4 Se2,33,N N Se Se,Se Se,2,2
GOFVUS,C,1,0,1,0,Ru,C21 H30 N1 O3 P2 Ru1 1+,58,C C N P P,C C N O P P,2,2
GOGBAF,C,1,0,0,1,Fe,C40 H28 Fe1 N10 S2,81,N N N N N N,N N N N N N,4,2
GOMLUP,C,1,0,1,0,Ti,C13 H15 Cl4 N1 O3 Ti1,37,Cl Cl Cl Cl O,Cl Cl Cl Cl O O,4,4
GOMREH,C,1,0,1,0,Mn,C14 H17 B1 Mn1 N1 O6,40,C C C C C,C C C C C C,1,1
GOSHAX,C,1,0,0,1,Ni,C8 H2 F6 N4 Ni1 S2,23,N N S S,N N S S,0,2
GOZJIO,C,1,0,1,0,Pt,C15 H31 O7 Pt1 1+,54,C C C,C C C O O O,4,4
GUCBAJ,C,1,0,0,1,Fe,C20 H16 Br1 Fe1 N5,43,Br N N N,Br N N N,4,2
GUCBEN,C,1,0,0,1,Fe,C25 H24 F3 Fe1 N5 O4 S1,63,N N N O O,N N N O O,4,2
GUFCAL,C,1,1,0,0,Pd,C32 H34 N4 O2 Pd1,73,N N O O,N N O O,2,2
GUFLEA,C,1,0,1,0,Pt,C29 H36 Cl2 F2 N1 P1 Pt1,72,C C Cl Cl P,C C Cl Cl N P,4,4
GUHYEN,C,1,0,1,0,Zr,C18 H38 Cl2 N4 Si2 Zr1,65,Cl Cl N N N,Cl Cl N N N N,4,4
GULGUR,C,1,1,0,0,Au,C35 H20 Au1 F10 N4 1+,70,C C C N,C C C N,3,3
GULHAY,C,1,1,0,0,Au,C31 H24 Au1 F10 N4 1+,70,C C C N,C C C N,3,3
GULMEF,C,1,0,1,0,Ni,C22 H50 Ni1 P2 Si2,77,C P P,C C P P,0,0
GUQDIG,C,1,0,1,0,Pd,C25 H29 Cl1 N2 O1 Pd1,59,C Cl N,C Cl N N,2,2
GUSKUA,C,1,0,1,0,Rh,C19 H24 F4 P1 Rh1,49,C C C C C C P,C C C C C C C P,1,1
GUTJEL,C,1,0,1,0,Re,C8 H10 Cl2 N1 O1 Re1 S2,25,Cl Cl O S S,Cl Cl N O S S,5,5
GUTMEO,C,1,0,1,0,Re,C38 H35 Cl2 N2 P2 Re1,80,Cl Cl N P P,Cl Cl N N P P,5,5
GUVHUA,C,1,0,0,1,Re,C16 H18 N8 Re1 S2 1+,45,N N N N S S,N N N N S S,5,3
GUVJAI,C,1,0,0,1,Re,C18 H22 N8 Re1 S2 1+,51,N N N N S S,N N N N S S,5,3
GUVXEA,C,1,0,1,0,Zr,C22 H41 Br1 N2 Zr1,67,Br C C C C C C C N N,Br C C C C C C N N,4,4
GUVXUQ,C,1,0,0,1,Zr,C28 H46 N2 Zr1,77,C C C C C C C C C N N,C C C C C C C C C N N,4,2
GUXTOK,C,1,0,0,1,Fe,C37 H38 Fe1 N4 O2 Si1,83,C N N N N,C N N N N,4,2
HACQEI,C,1,0,1,0,Re,C23 H22 O5 P1 Re1 S1,53,C O O O P,C O O O P S,5,5
HACVUC,C,1,0,1,0,W,C19 H20 Cl1 N2 O1 W1 1+,44,C C C Cl N N,C C C C C Cl N N,2,2
HADPIL,C,1,0,1,0,W,C34 H28 N2 O6 W1,71,C C C C N N,C C C C C C N N,2,0
HADTUE,C,1,0,1,0,Mo,C21 H30 Cl1 Mo1 N3,56,C C C Cl N N N,C C C C C Cl N N N,6,6
HAFZEV,C,1,0,1,0,Y,C28 H39 N2 Y1,70,C C C C C C C C C N N,C C C C C C C N N,3,3
HAGDOI,C,1,0,1,0,Mo,C6 H16 Cl2 Mo1 N2 O2,29,Cl Cl N O O,Cl Cl N N O O,6,6
HAHQIS,C,1,0,0,1,Pd,C26 H24 N4 P1 Pd1 S1 1+,57,N N P S,N N P S,4,2
HAHTAO,C,1,0,0,1,Pd,C31 H44 Cl2 N4 Pd1,82,C Cl Cl N,C Cl Cl N,4,2
HAJHUV,C,1,0,1,0,Re,C29 H24 O8 P1 Re1,63,C C C C P,C C C C C P,1,1
HALCIG,C,1,0,1,0,Hg,C5 H7 Cl1 Hg1 O2,16,C Cl O,C Cl,2,2
HALFEG,C,1,0,1,0,Hf,C22 H42 Hf1 N6,71,N N N N,N N N N N N,4,4
HAMVOG,C,1,0,1,0,Cu,C12 H22 Cu1 I1 S2,38,C I S,C C I S,1,1
HAPSUM,C,1,0,1,0,Pt,C31 H29 P2 Pt1 1+,63,P P,C C C C C P P,2,2
HARPUL,C,1,0,1,0,W,C10 H14 Cl3 N1 O1 W1,30,C Cl Cl Cl O,C Cl Cl Cl N O,6,6
HAVMUN,C,1,0,1,0,Re,C23 H15 O5 Re1 Si1,45,C C C C C,C C C C C Si,1,1
HAWXAG,C,1,1,0,0,Pd,C16 H10 F6 N2 O2 Pd1,37,N N O O,N N O O,2,2
HAWXEK,C,1,1,0,0,Pd,C18 H10 F10 N2 O2 Pd1,43,N N O O,N N O O,2,2
HAWXOU,C,1,1,0,0,Pd,C16 H16 N2 O2 Pd1,37,N N O O,N N O O,2,2
HAWXUA,C,1,1,0,0,Pt,C16 H10 F6 N2 O2 Pt1,37,N N O O,N N O O,2,2
HAXZEM,C,1,0,1,0,Pt,C27 H10 F10 O1 Pt1,49,C C C,C C C C C,2,2
HAZFOG,C,1,0,1,0,Re,C24 H18 Cl1 N6 O6 Re1,56,C C C Cl N,C C C Cl N N,1,1
HEDGEE,C,1,0,1,0,Pt,C26 H46 P2 Pt1,75,C P P,C C P P,0,0
HEDGEF,C,1,0,1,0,Pd,C36 H39 N3 O4 Pd1,83,N N N,C N N N,2,2
HEDGII,C,1,0,1,0,Pt,C27 H48 P2 Pt1,78,C P P,C C P P,0,0
HEDGOO,C,1,0,1,0,Pt,C27 H45 F3 P2 Pt1,78,C P P,C C P P,0,0
HEDHEF,C,1,0,1,0,Pt,C19 H29 F3 N1 P1 Pt1,54,C P,C C N P,0,0
HEDRIU,C,1,0,1,0,Ru,C19 H29 Cl1 O1 Ru1,51,C C C C C C Cl,C C C C C C C Cl,2,2
HEDRUG,C,1,0,1,0,Ru,C26 H36 Cl1 N1 O2 Ru1 S1,68,C C C C C C Cl,C C C C C C C Cl,2,2
HEDXIA,C,1,0,1,0,Rh,C38 H32 B1 O4 P2 Rh1,78,C C C P P,C C C C C C P P,1,1
HEGHAF,C,1,0,1,0,Hg,C9 H12 Hg1 I1 N1,24,C I N,C I,2,2
HEGZOI,C,1,0,1,0,Pd,C13 H16 Cl1 P1 Pd1,32,C C C C Cl P,C C C C C Cl P,2,2
HEHGOT,C,1,1,0,0,Au,C11 H12 Au1 Cl3 N6,33,C Cl Cl Cl,C Cl Cl Cl,3,3
HEPGIT,C,1,0,0,1,Pt,C24 H26 N1 O1 P1 Pt1 S3,57,C P S S,C P S S,4,2
HERKAQ,C,1,0,1,0,Rh,C26 H25 I1 O1 P1 Rh1,55,C C C C C I P,C C C C C C I P,3,3
HERQEA,C,1,0,1,0,Rh,C26 H25 I1 O1 P1 Rh1,55,C C C C I P,C C C C C C I P,3,3
HEWKID,C,1,0,1,0,Cu,C27 H33 Cu1 I1 O9 P1,72,I O O P,I P,1,1
HEZPOT,C,1,0,1,0,Cu,C26 H24 Cl4 Cu1 N2 O1 1+,58,C N N O,N N O,3,3
HIBXEX,C,1,0,1,0,Pd,C19 H29 N4 Pd1 1+,53,C C C,C C C N N N,4,4
HICQAO,C,1,0,0,1,Pt,C30 H22 Cl1 N5 Pt1,59,Cl N N N,Cl N N N,4,2
HIGHOX,C,1,0,0,1,Sc,C27 H39 N2 Sc1 Si2,71,C C C C C C C C,C C C C C C C C,1,3
HIJMIW,C,1,0,1,0,Re,C6 H12 N6 O3 Re1 S3 1+,31,C C C S,C C C S S S,1,1
HIJMOC,C,1,0,1,0,Re,C15 H16 Br1 N2 O4 Re1 S1,40,Br C C C O,Br C C C O S,1,1
HIJPUM,C,1,0,0,1,Y,C31 H45 N2 Si2 Y1,81,C C C C C C C C,C C C C C C C C,1,3
HIJQAT,C,1,0,0,1,Sc,C31 H45 N2 Sc1 Si2,81,C C C C C C C C,C C C C C C C C,1,3
HIJTUP,C,1,0,1,0,Pt,C24 H24 N2 Pt1,51,C C,C C N N,2,2
HINJEU,C,1,0,1,0,Ni,C31 H42 N6 Ni1,80,C C N,C C N N,0,1
HINVEF,C,1,0,1,0,Mo,C28 H24 Cl2 Mo1 N2 O4,61,O O O O,N N O O O O,6,6
HINVIJ,C,1,0,1,0,W,C16 H18 N2 O4 W1,41,O O O O,N N O O O O,6,6
HIRYIQ,C,1,0,1,0,Pt,C12 H27 O3 Pt1 1+,43,C C C,C C C O O O,4,4
HIRYOW,C,1,0,1,0,Pt,C9 H19 O5 Pt1 1+,34,C C C,C C C O O O,4,4
HISKAV,C,1,0,0,1,Ta,C37 H37 Ta1,75,C C C C C C C C,C C C C C C C C C C C,5,3
HIVZOD,C,1,0,1,0,Mo,C18 H22 Mo1 N2 O7,50,N O O O O,N O O O O O,6,6
HIXBUL,C,1,1,0,0,Ni,C20 H33 N4 Ni1 O1 S2 1+,61,N N N S,N N N S,2,2
HIXZEU,C,1,1,0,0,Rh,C29 H22 Cl1 N1 O2 P1 Rh1,57,C C C Cl,C C C Cl,1,1
HIZSUE,C,1,0,1,0,Pt,C13 H19 Cl3 N2 Pt1,38,C C C Cl N,C C C Cl N N,4,4
HIZVIV,C,1,0,1,0,Pd,C18 H21 Cl1 N2 Pd1,43,C Cl N,C Cl N N,2,2
HOFKOF,C,1,0,1,0,V,C24 H23 N2 O7 V1,57,N O O O O,N O O O O O,5,5
HOGQOJ,C,1,0,0,1,Ni,C18 H26 N6 Ni1 S2,53,N N S S,N N S S,0,2
HOHKOF,C,1,0,0,1,Pd,C48 H28 N4 Pd1,81,N N N N,N N N N,4,2
HOKROO,C,1,0,1,0,Zr,C24 H35 N2 O5 Zr1 1+,67,C C C C C C C C C C C N O O,C C C C C C C C C C N O O,4,4
HOKTEH,C,1,0,1,0,Pt,C17 H25 Cl1 N2 Pt1,46,C N N,C Cl N N,2,2
HOKTIN,C,1,1,0,0,Pd,C26 H20 N2 O2 Pd1,51,N N O O,N N O O,2,2
HOMRUW,C,1,0,1,0,Os,C18 H34 Cl3 N3 O5 Os1,64,N O O O O,N N O O O O,6,6
HOPMOO,C,1,0,0,1,Zr,C26 H29 O2 P1 Zr1,59,C C C C C C C C C C C C,C C C C C C C C C C C C,4,2
HOPVOY,C,1,0,1,0,Mo,C11 H10 Mo1 N2 O6,30,N O O O O,N O O O O O,6,6
HOPVUE,C,1,0,1,0,Mo,C20 H23 Mo1 N2 O7 1+,53,N O O O O,N O O O O O,6,6
HOPYIW,C,1,0,0,1,Ni,C7 H7 N7 Ni1 S1,23,N N N S,N N N S,4,2
HOQJEC,C,1,0,1,0,Ti,C10 H24 Cl2 N4 Ti1,41,Cl Cl N N N,Cl Cl N N N N,4,4
HOSFIF,C,1,0,1,0,Mo,C20 H43 Mo1 P4 Se1,68,C P P P P Se,C C P P P P Se,2,1
HUDYAG,C,1,0,1,0,Re,C12 H11 Cl2 N2 O1 Re1 S1,30,Cl Cl N O S,Cl Cl N N O S,5,5
HUMBOI,C,1,0,0,1,Ru,C28 H43 Cl1 O2 Ru1,75,C C C C C C C C C Cl,C C C C C C C C C Cl,4,2
HUNHEF,C,1,0,1,0,Au,C37 H27 Au1 N2 O1 P2 S1,71,P S,P P S,1,1
HUPFOP,C,1,0,0,1,Ir,C28 H25 Cl1 F2 Ir1 N5,62,C C C C C Cl N N,C C C C C Cl N N,5,3
HUPHOR,C,1,0,0,1,Ir,C30 H31 Ir1 N6,68,C C C C C N N,C C C C C N N,5,3
HUPJAF,C,1,0,0,1,Ir,C28 H25 F2 Ir1 N8,64,C C C C C N N N,C C C C C N N N,5,3
HUQGOQ,C,1,0,1,0,Re,C12 H12 N2 O5 Re1 S1 1+,33,C C C N S,C C C N N S,1,1
HURRIW,C,1,0,1,0,Ru,C32 H41 Cl2 N3 Ru1,79,C C Cl Cl,C C Cl Cl N,4,4
HUTVUO,C,1,0,1,0,Re,C23 H19 Br1 N5 O3 Re1,52,Br C C C N,Br C C C N N,1,1
HUYJEQ,C,1,0,1,0,Re,C13 H21 Re1 S3,38,C C C C S S S,C C C C C S S S,5,5
IBILOU,C,1,0,1,0,Ir,C35 H38 Cl1 Ir1 P2,77,C C C C P P,C C C C Cl P P,1,1
IBOVUT,C,1,1,0,0,Rh,C38 H30 P1 Rh1,70,C C C C P,C C C C C P,1,1
IBUWEH,C,1,0,1,0,W,C13 H16 Cl3 N3 W1,36,Cl Cl Cl N N,Cl Cl Cl N N N,6,6
IBUWIL,C,1,0,1,0,Ti,C21 H30 Cl1 N5 Ti1,58,Cl N N N N,Cl N N N N N,4,4
ICAYUG,C,1,0,1,0,Pt,C18 H24 Br1 N1 Pt1 S1,46,Br C C C N,Br C C C N S,4,4
ICEFIF,C,1,0,1,0,Pd,C10 H19 F7 N2 Pd1,39,C C N,C C N N,2,2
ICEFOL,C,1,0,1,0,Pd,C11 H19 F9 N2 Pd1,42,C C N,C C N N,2,2
ICEFUR,C,1,0,1,0,Pd,C7 H19 I1 N2 Pd1,30,C I N,C I N N,2,2
ICEGAY,C,1,0,1,0,Pd,C9 H16 F7 I1 N2 Pd1,36,C I N,C I N N,2,2
ICICOP,C,1,0,1,0,Cu,C38 H34 Cu1 N2 O2 P2 1+,79,N N O P P,N N P P,1,1
ICICUV,C,1,0,1,0,Cu,C39 H36 Cu1 N2 O2 P2 1+,82,N N O P P,N N P P,1,1
ICIGIL,C,1,0,1,0,W,C19 H23 Cl2 N1 O3 W1,49,Cl Cl O O O,Cl Cl N O O O,6,6
ICIVUL,C,1,1,0,0,Mo,C5 H7 Mo1 N1 O7,21,O O O O O O,O O O O O O O,2,5
ICOKUI,C,1,0,1,0,Pt,C21 H23 N2 O4 Pt1 1+,51,C C C N N,C C C N N O,4,4
ICURED,C,1,0,1,0,Zr,C28 H24 Zr1,53,C C C C C C C C C C,C C C C C C C C C C C C,4,4
IDATEN,C,1,0,1,0,Pt,C27 H36 N2 O8 Pt1,74,C C C,C C C C C,0,0
IFALUW,C,1,0,1,0,Re,C17 H26 B1 N6 O1 Re1 S2,54,N N O S S,N N N O S S,5,5
IFEDED,C,1,0,1,0,Cu,C22 H34 Cu1 N7 O3,67,N N N N O O,N N N N,1,-1
IFEDON,C,1,0,1,0,Cu,C22 H34 Cu1 N7 O2,66,N N N N O O,N N N N,1,-1
IFEFAB,C,1,0,1,0,Cu,C19 H28 Cu1 N7 O3,58,N N N N O O,N N N N,1,-1
IFOCUD,C,1,0,1,0,W,C16 H14 Cl4 O2 W1,37,Cl Cl Cl Cl O,Cl Cl Cl Cl O O,4,4
IGOLUL,C,1,0,0,1,Ru,C23 H48 Cl1 N1 P2 Ru1,76,C C Cl P P,C C Cl P P,4,2
IHEHUY,C,1,0,1,0,Ti,C15 H17 Cl2 N1 O2 S1 Ti1,39,C C C C C Cl Cl N O S,C C C C C Cl Cl N O,4,5
IHEJIP,C,1,0,0,1,Ti,C32 H44 Cl2 N2 O4 Ti1,83,Cl Cl N N O O,Cl Cl N N O O,2,4
IJAPIT,C,1,0,1,0,Y,C22 H29 N2 Y1,54,C C C C C C C C C C C N N,C C C C C C C C C C N N,3,3
ILUBIA,C,1,0,1,0,Zr,C21 H43 Cl2 N3 Si2 Zr1,72,C C C C C C Cl Cl N N,C C C C C Cl Cl N N,4,4
ILUBOG,C,1,0,1,0,Zr,C14 H30 Cl3 N3 O1 Zr1,52,C Cl Cl Cl N N O,Cl Cl Cl N N O,4,4
IMEVEB,C,1,0,0,1,Sc,C15 H24 N1 Sc1,41,C C C C C C C C C N,C C C C C C C C C N,3,1
IMEVEC,C,1,0,1,0,Re,C38 H36 N2 O2 P2 Re1 1+,81,N O O P P,N N O O P P,5,5
IMEWUT,C,1,0,1,0,Zr,C19 H22 Cl1 N1 Zr1,44,C C C C C C C C C C C Cl,C C C C C C C C C C C Cl N,4,4
IMOBIW,C,1,0,1,0,Pt,C24 H32 N2 Pt1,59,C C,C C N N,2,2
INUDAW,C,1,1,0,0,Pt,C35 H26 Cl2 N3 P1 Pt1,68,Cl Cl N P,Cl Cl N P,2,2
IPAMIW,C,1,0,1,0,Mo,C23 H30 Mo1 N2 O4,60,N O O O O,N N O O O O,6,6
IPENIA,C,1,0,1,0,Cu,C21 H21 Cl1 Cu1 P1,45,C C C C Cl P,Cl P,1,1
IPENOG,C,1,0,1,0,Cu,C21 H21 Br1 Cu1 P1,45,Br C C C C P,Br P,1,1
IQEYAE,C,1,0,1,0,Zr,C22 H30 Zr1,53,C C C C C C C C C C C C,C C C C C C C C C C C C C C,4,2
IQINUS,C,1,0,0,1,Ni,C40 H32 N10 Ni1,83,N N N N N N,N N N N N N,4,2
IRAXIJ,C,1,0,1,0,Re,C17 H13 N2 O8 Re1,41,C C C N O,C C C N O O,1,1
IRETIK,C,1,0,0,1,Pd,C33 H40 N4 Pd1,78,N N N N,N N N N,4,2
IRUCEE,C,1,0,1,0,Mo,C16 H15 Br1 Mo1 N2 O4 S2,41,N O O O S,N O O O O S,6,6
ISUZAX,C,1,0,1,0,Zr,C13 H22 Cl3 N1 Zr1,40,C C C C C Cl Cl Cl,C C C C C Cl Cl Cl N,4,4
ITIYER,C,1,1,0,0,Zn,C38 H34 N2 P2 Zn1,77,C N N,C C N N,2,2
ITUNUH,C,1,0,1,0,Pt,C22 H54 B2 Br2 N2 P2 Pt1,85,B P P,B Br P P,2,2
IVUTEY,C,1,0,0,1,Ni,C26 H34 N4 Ni1 O3,68,N N N O,N N N O O,4,2
IWEJOJ,C,1,0,1,0,Re,C19 H22 F1 N5 O3 Re1 1+,51,C C C N N,C C C N N N,1,1
IWULUH,C,1,0,1,0,Cu,C4 H6 Cl2 Cu1 O2 1-,15,C Cl Cl,C C Cl Cl,1,1
IXASAD,C,1,0,1,0,Mo,C16 H14 Br2 Mo1 N2 O5,40,N O O O O,N O O O O O,6,6
IXEDAS,C,1,0,1,0,Mo,C14 H12 Br1 Mo1 N3 O5,36,N O O O O,N O O O O O,6,6
IXIVAM,C,1,0,1,0,Cu,C16 H30 Cl1 Cu1 N6 Si1,55,C Cl N N,Cl N N,1,1
IYEWOZ,C,1,0,1,0,Re,C25 H23 Br1 N5 O3 Re1,58,Br C C C N,Br C C C N N,1,1
IYEWUF,C,1,0,1,0,Re,C29 H31 Br1 N5 O3 Re1,70,Br C C C N,Br C C C N N,1,1
IYEXUG,C,1,0,1,0,Re,C30 H33 N5 O3 Re1 1+,72,C C C N N,C C C N N N,1,1
IZAGEW,C,1,0,1,0,Cu,C4 H6 Cl2 Cu1 O2 1-,15,C Cl Cl,C C Cl Cl,1,1
IZICOJ,C,1,0,1,0,Zr,C28 H18 Cl2 Zr1,49,C C C C C C C C Cl Cl,C C C C C C C C C C Cl Cl,4,4
IZORIZ,C,1,0,1,0,Re,C15 H10 N3 O4 Re1,33,C C C N N,C C C N N O,1,1
IZUDOX,C,1,0,1,0,Hf,C38 H44 Cl2 Hf1,85,C C C C C C C C Cl Cl,C C C C C C C C C C Cl Cl,4,4
IZUFEP,C,1,0,1,0,Hf,C38 H44 Cl2 Hf1,85,C C C C C C C C C Cl Cl,C C C C C C C C C C Cl Cl,4,4
JADFAY,C,1,0,1,0,V,C25 H19 Br1 N3 O5 V1,54,N O O O O,N N O O O O,5,5
JADFEC,C,1,0,1,0,V,C25 H19 Br1 N3 O5 V1,54,N O O O O,N N O O O O,5,5
JAGKUX,C,1,0,1,0,Re,C10 H17 O1 Re1,29,C C C O,C C C C C O,3,3
JAKKAI,C,1,0,1,0,Ti,C35 H41 N1 O3 Ti1,81,C C N O O,C C N O O O,4,4
JAKKIQ,C,1,0,1,0,Ti,C36 H44 N2 O2 Ti1,85,C C N O O,C C N N O O,4,4
JAKKOW,C,1,0,1,0,Ti,C32 H32 Cl4 N2 O2 Ti1,73,C C N O O,C C N N O O,4,4
JAKWAU,C,1,0,1,0,Pt,C35 H31 Cl1 N2 O2 P2 Pt1 S2,76,C P P,C Cl P P,2,2
JALVUO,C,1,0,1,0,Zr,C35 H34 N2 Si1 Zr1,73,C C C C C C C C C N N,C C C C C C C C C C N N,4,4
JANVIE,C,1,0,0,1,Fe,C20 H21 Fe1 N1 O2,45,C C C C C C C C,C C C C C C C C,4,2
JAPPEW,C,1,0,1,0,Re,C39 H32 Cl3 O2 P2 Re1,79,Cl Cl Cl O,Cl Cl Cl O P P,5,5
JAQKER,C,1,1,0,0,Pd,C25 H46 Cl1 N1 P2 Pd1 Si1,77,C Cl P P,C Cl P P,2,2
JAQPAS,C,1,0,1,0,Ti,C13 H22 Cl3 N1 O3 Ti1,43,Cl Cl O O O,Cl Cl Cl O O O,4,4
JARSEA,C,1,0,1,0,Pt,C16 H23 F5 N2 O1 Pt1,48,C C C F N,C C C F N N,4,4
JATDUE,C,1,1,0,0,Ti,C26 H34 Cl2 N1 P1 Ti1,65,C C C C C Cl Cl N P,C C C C C Cl Cl N P,4,4
JATFAM,C,1,1,0,0,Ti,C28 H30 Cl2 N1 P1 Ti1,63,C C C C C Cl Cl N P,C C C C C Cl Cl N P,4,4
JATXOS,C,1,0,1,0,Nb,C24 H30 B1 Cl2 N6 Nb1,64,C Cl Cl N N N,C C Cl Cl N N N,3,3
JAWCUI,C,1,1,0,0,Zn,C46 H18 F10 N4 Zn1,79,N N N N,N N N N,2,2
JAXVOT,C,1,0,1,0,Pd,C22 H32 Cl1 N1 O1 Pd1,58,C C C Cl,C C C Cl N,2,2
JEFFIK,C,1,0,1,0,Pt,C12 H26 Cl3 N2 Pt1 1+,42,C Cl Cl Cl,C C Cl Cl Cl,2,2
JEFJIO,C,1,0,1,0,Pd,C22 H36 I1 N2 P1 Pd1,63,C I P,C I N P,2,2
JEFSET,C,1,0,1,0,Re,C17 H29 Cl2 N1 O5 P1 Re1,56,Cl Cl O O P,Cl Cl N O O P,5,5
JEGNIS,C,1,0,1,0,Cu,C10 H19 Cl1 Cu1 N1 S1,33,C Cl N,C C Cl N,1,1
JEGPEQ,C,1,0,1,0,Cu,C15 H21 Cl1 Cu1 N1 S1,40,C Cl N,C C Cl N,1,1
JEGPUG,C,1,0,1,0,Cu,C14 H27 Cl1 Cu1 N1 S1,45,C Cl N,C C Cl N,1,1
JEGQAN,C,1,0,1,0,Cu,C14 H27 Br1 Cu1 N1 S1,45,Br C N,Br C C N,1,1
JEGQER,C,1,0,1,0,Cu,C14 H27 Cu1 I1 N1 S1,45,C I N,C C I N,1,1
JEHQUL,C,1,0,1,0,Pt,C12 H16 Cl1 I1 N2 Pt1,33,C I N,C I N N,2,2
JEHRAS,C,1,0,1,0,Pt,C13 H19 Cl1 I2 N2 Pt1,38,C C I I N,C C I I N N,4,4
JEHREW,C,1,0,1,0,Pt,C12 H16 Cl2 I2 N2 Pt1,35,C Cl I I N,C Cl I I N N,4,4
JEKJAN,C,1,0,1,0,Cu,C34 H36 B2 Cl1 Cu1 P2,76,B B Cl H H,B B Cl,3,3
JENPOI,C,1,0,1,0,Ni,C33 H40 N2 Ni1 O8,80,C C C,C C C C C,0,0
JERCEO,C,1,0,1,0,V,C25 H33 P2 V1,61,C C C C C C P P,C C C C C C C P P,1,1
JESREF,C,1,1,0,0,Zn,C45 H30 N4 O3 Zn1,83,N N N N O,N N N N O,2,2
JESTAC,C,1,0,1,0,Pd,C12 H21 I1 N2 Pd1,37,C I N,C I N N,2,2
JETHEV,C,1,0,1,0,Pt,C12 H21 Br1 Pt1,35,Br C C C C C,Br C C C C C C C,4,4
JEVRAD,C,1,0,1,0,Cr,C14 H29 Cr1 N3 O3 1+,49,N N O O O,N N N O O O,4,3
JILLOI,C,1,0,1,0,Zr,C24 H51 Cl1 N6 Zr1,83,C Cl N N N N N N,Cl N N N N N N,4,4
JIMMAW,C,1,0,1,0,Re,C32 H29 N2 O3 P2 Re1 S1,70,C C C N P,C C C N P S,1,1
JIMYUA,C,1,0,0,1,Pt,C14 H16 Cl1 N3 O1 Pt1 S1,37,Cl N N S,Cl N N S,4,2
JIQTIP,C,1,0,1,0,V,C21 H20 N3 O4 V1,49,N O O O O,N N O O O O,5,5
JITKAY,C,1,0,1,0,Re,C22 H23 Cl2 N1 O2 P1 Re1,52,Cl Cl O O P,Cl Cl N O O P,5,5
JIXQEN,C,1,1,0,0,Ni,C18 H14 F16 N2 Ni1 O2,53,N N O O,N N O O,2,2
JOCDEK,C,1,0,1,0,Tc,C14 H31 N5 O3 Tc1 1+,54,N N N N N,N N N N N O,5,4
JOCDOU,C,1,0,1,0,Tc,C15 H33 N5 O3 Tc1 1+,57,N N N N N,N N N N N O,5,4
JOCRAV,C,1,0,1,0,Ru,C18 H28 P2 Ru1,49,C C C C C P P,C C C C C C P P,2,2
JOCREZ,C,1,0,1,0,Ru,C22 H36 P2 Ru1,61,C C C C C P P,C C C C C C P P,2,2
JOGMIC,C,1,0,1,0,Ru,C34 H29 B1 Cl1 N8 P1 Ru1,75,Cl N N N N N,C Cl N N N N N,2,2
JOHSII,C,1,0,1,0,Re,C9 H10 Cl1 O4 Re1 S1,26,C C C C Cl,C C C C Cl S,1,1
JOHXAH,C,1,0,1,0,Pt,C17 H21 B1 N2 Pt1,42,B C C N,B C C C N,4,3
JOJSOR,C,1,0,0,1,Ru,C27 H28 Cl1 N1 O2 P1 Ru1 1+,61,C C C C C C Cl N P,C C C C C C Cl N P,4,2
JOJTEI,C,1,0,0,1,Ru,C29 H32 Cl1 N1 O2 P1 Ru1 1+,67,C C C C C C Cl N P,C C C C C C Cl N P,4,2
