IDs,metal,motif_class,mechanism_class,oxidation_delta_ilp_minus_reference,full_connectivity_match,metal_connectivity_match,ilp_oxidation,reference_oxidation,ilp_ligands,reference_ligands
PACREQ,Ti,halide_containing_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,4,4,Cc1cc[n-]c(=N[Si](C)(C)C([Si](C)(C)N=c2cc(C)cc[n-]2)[Si](C)(C)N=c2cc(C)cc[n-]2)c1 || [Cl-],Cc1ccnc([N-][Si](C)(C)C([Si](C)(C)[N-]c2cc(C)ccn2)[Si](C)(C)[N-]c2cc(C)ccn2)c1 || [Cl-]
PAKLUL,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cc(N)c(N[C-2]NC2CCCCC2)cc1C || [C-]#[N+]C1CCCCC1 || [Cl-],Cc1cc(N)c(N[C]NC2CCCCC2)cc1C || [C-]#[N+]C1CCCCC1 || [Cl-]
PAQYOY,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cccc(C)c1N[C-2]NNC(=O)c1ccc(Cl)cc1 || [C-]#[N+]c1c(C)cccc1C || [I-] || [I-],Cc1cccc(C)c1N[C]NNC(=O)c1ccc(Cl)cc1 || [C-]#[N+]c1c(C)cccc1C || [I-] || [I-]
PAQYUB,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,CS(=O)CCS(C)=O || C[S-2](=O)CC[S-2](C)=O || [Cl-] || [Cl-],CS(=O)CCS(C)=O || CS(=O)CCS(C)=O || [Cl-] || [Cl-]
PAQZAL,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cccc(C)c1N[C-2]NNC(=O)c1ccccc1-n1cccc1 || [C-]#[N+]c1c(C)cccc1C || [I-] || [I-],Cc1cccc(C)c1N[C]NNC(=O)c1ccccc1-n1cccc1 || [C-]#[N+]c1c(C)cccc1C || [I-] || [I-]
PAQZIQ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,CS(=O)CCCS(C)=O || C[S-2](=O)CCC[S-2](C)=O || [Cl-] || [Cl-],CS(=O)CCCS(C)=O || CS(=O)CCCS(C)=O || [Cl-] || [Cl-]
PATCUK,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)(C)[P-2](n1ccc2ccc[c-]c21)C(C)(C)C || CCSCC || [CH3-],CC(C)(C)P(n1ccc2ccc[c-]c21)C(C)(C)C || CCSCC || [CH3-]
PAVHIE,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,O=NC(=O)c1ccccc1 || [O-2] || [O-]c1ccccc1C=NCCc1nc2ccccc2[nH]1,[O-2] || [O-]N=C([O-])c1ccccc1 || [O-]c1ccccc1C=NCCc1nc2ccccc2[nH]1
PAWJOP,Ni,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,CN(C)C(=NCC[S-](=O)=O)N(C)C || CN(C)C(=NCC[S-])N(C)C,CN(C)C(=NCCS(=O)[O-])N(C)C || CN(C)C(=NCC[S-])N(C)C
PAXPOW,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || NC(=NO)c1ccc(C(F)(F)F)cc1 || [Cl-] || [Cl-],CS(C)=O || NC(=NO)c1ccc(C(F)(F)F)cc1 || [Cl-] || [Cl-]
PAXQOX,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CC(C)(C)C(=N)N=O || CS(C)=O || CS(C)=O,CC(C)(C)C([NH-])=N[O-] || CS(C)=O || CS(C)=O
PAYCUN,Re,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=C[N-]C(=C2[N-]c3ccccc3N=C2c2ccccn2)C=C1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [Cl-],[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [Cl-] || c1ccc(-c2nc3ccccc3nc2-c2ccccn2)nc1
PCESMO,Mo,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-4,1,1,0,4,N#CC(=S)C(=S)C#N || N#CC(=S)C(=S)C#N || c1cc[cH-]c1,N#CC([S-])=C([S-])C#N || N#CC([S-])=C([S-])C#N || c1cc[cH-]c1
PEBKAJ,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)N([C-2]P(C(C)(C)C)C(C)(C)C)C(C)C || [Cl-] || [Cl-],CC(C)N(C#P(C(C)(C)C)C(C)(C)C)C(C)C || [Cl-] || [Cl-]
PEBKEN,Ni,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)N([C-2]P(C(C)(C)C)C(C)(C)C)C(C)C || [Cl-] || [Cl-],CC(C)N(C#P(C(C)(C)C)C(C)(C)C)C(C)C || [Cl-] || [Cl-]
PECGUA,Au,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,S=CC(=S)c1ccccc1 || [S-]C=C([S-])c1ccccc1,[S-]C=C([S-])c1ccccc1 || [S-]C=C([S-])c1ccccc1
PECHEL,Au,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,S=CC(=S)c1cccnc1 || [S-]C=C([S-])c1cccnc1,[S-]C=C([S-])c1cccnc1 || [S-]C=C([S-])c1cccnc1
PEDNES,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || [S-]C(=Nc1ccccc1)c1cccc(C([S-])=Nc2ccccc2)n1,CS(C)=O || [S-]C(=Nc1ccccc1)c1cccc(C([S-])=Nc2ccccc2)n1
PEHKIY,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-4,1,1,2,6,O=O || O=O || [O-2] || c1cnn(Cn2cccn2)c1,[O-2] || [O-][O-] || [O-][O-] || c1cnn(Cn2cccn2)c1
PEKMEZ,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)N([C-2]OC12CC3CC(CC(C3)C1)C2)C(C)C || [Cl-],CC(C)N([C]OC12CC3CC(CC(C3)C1)C2)C(C)C || [Cl-]
PEKMOJ,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)c1cccc(C(C)C)c1N([C-2]OC12CC3CC(CC(C3)C1)C2)C(C)C || [Cl-],CC(C)c1cccc(C(C)C)c1N([C]OC12CC3CC(CC(C3)C1)C2)C(C)C || [Cl-]
PEKMUP,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)c1cccc(C(C)C)c1O[C-2]N(c1c(C(C)C)cccc1C(C)C)C1CCCCC1 || [Cl-],CC(C)c1cccc(C(C)C)c1O[C]N(c1c(C(C)C)cccc1C(C)C)C1CCCCC1 || [Cl-]
PEKNAW,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,Cc1cccc(C)c1N([C-2]Oc1c(C(C)C)cccc1C(C)C)C12CC3CC(CC(C3)C1)C2 || [Cl-],Cc1cccc(C)c1N([C]Oc1c(C(C)C)cccc1C(C)C)C12CC3CC(CC(C3)C1)C2 || [Cl-]
PENZIR,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || Cc1c(C)c(C)[c-](C)c1C || [Cl-],CS(C)=O || CS(C)=O || Cc1c(C)c(C)[c-](C)c1C || [Cl-]
PEYTAR,Rh,haptic_or_adjacent_multi_C,metal_disconnection_or_ligand_partition,0,1,1,1,1,C1=CCCC=CCC1 || Cc1cc(C)c(C2=c3ccccc3=CC3=[N+](C)N(C)CN23)c(C)c1 || [Cl-],C1=CCCC=CCC1 || Cc1cc(C)c(-c2c3ccccc3cc3[n+]2[C]N(C)N3C)c(C)c1 || [Cl-]
PHPCMN,Mn,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,1,-1,C1=C[CH-]C(P(c2ccccc2)c2ccccc2)=C[CH-]1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
PIBRIE,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || Nc1ccccc1 || [Cl-] || [Cl-],CS(C)=O || Nc1ccccc1 || [Cl-] || [Cl-]
PIDCAJ,Ni,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CC(c1ccccc1)N(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1 || N#CC(=S)C(=S)C#N,CC(c1ccccc1)N(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1 || N#CC([S-])=C([S-])C#N
PIFVAB,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,S=P(c1ccccc1)(c1ccccc1)N(c1ccccc1)[P-2](c1ccccc1)c1ccccc1 || [Cl-] || [Cl-],S=P(c1ccccc1)(c1ccccc1)N(c1ccccc1)P(c1ccccc1)c1ccccc1 || [Cl-] || [Cl-]
PIGBIT,Pd,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,O=C(C=C1[N-]c2ccccc2O1)C(F)(F)F || O=C(C=C1[N-]c2ccccc2O1)C(F)(F)F,[O-]C(=Cc1nc2ccccc2o1)C(F)(F)F || [O-]C(=Cc1nc2ccccc2o1)C(F)(F)F
PIGQEC,Ru,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,CS(C)=O || CS(C)=O || O=C(N=c1cccc(-c2cccc(=NC(=O)c3ccccc3)[n-]2)[n-]1)c1ccccc1,CS(C)=O || CS(C)=O || [O-]C(=Nc1cccc(-c2cccc(N=C([O-])c3ccccc3)n2)n1)c1ccccc1
PIGQIG,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)(C)c1ccncc1 || C[S-2](C)=O || [O-]C(=Nc1cccc(-c2cccc(N=C([O-])c3ccccc3)n2)n1)c1ccccc1,CC(C)(C)c1ccncc1 || CS(C)=O || [O-]C(=Nc1cccc(-c2cccc(N=C([O-])c3ccccc3)n2)n1)c1ccccc1
PIGQOM,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CN(C)c1ccncc1 || C[S-2](C)=O || O=C(N=c1cccc(-c2cccc(=NC(=O)c3ccccc3)[n-]2)[n-]1)c1ccccc1,CN(C)c1ccncc1 || CS(C)=O || [O-]C(=Nc1cccc(-c2cccc(N=C([O-])c3ccccc3)n2)n1)c1ccccc1
PIGXAG,Zn,heterocyclic_carbene_like,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(C)(C)n1[c-][n+](C(C)(C)C)cc1 || Cc1c(C)c(C)[c-](C)c1C || Cc1c(C)c(C)[c-](C)c1C,CC(C)(C)N1[C]N(C(C)(C)C)C=C1 || Cc1c(C)c(C)[c-](C)c1C || Cc1c(C)c(C)[c-](C)c1C
PIKPEG,Au,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C=CCN1C[C-2]N(c2c(C(C)C)cccc2C(C)C)C1 || [Cl-],C=CCN1C[C]N(c2c(C(C)C)cccc2C(C)C)C1 || [Cl-]
PILPUV,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,CC(=CC(=O)c1ccccc1)N=NC(=O)c1ccccc1 || [O-2] || [O-]c1cccc2cccnc12,CC(C=C([O-])c1ccccc1)=NN=C([O-])c1ccccc1 || [O-2] || [O-]c1cccc2cccnc12
PIQTOY,Zn,S_Se_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,Cc1nn(-c2ccccc2)c([S-])c1N=Nc1ccccc1 || Cc1nn(-c2ccccc2)c([S-])c1N=Nc1ccccc1,CC1=NN(c2ccccc2)C(=S)C1=N[N-]c1ccccc1 || CC1=NN(c2ccccc2)C(=S)C1=N[N-]c1ccccc1
PIVLUD,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || c1ccc(-c2cc(-c3ccccc3)c([N-]c3[n-]c(-c4ccccc4)cc3-c3ccccc3)[n-]2)cc1,C1=C(c2ccccc2)C(=Nc2[n-]c(-c3ccccc3)cc2-c2ccccc2)N=C1c1ccccc1 || C1=CCCC=CCC1
PIVMEO,Rh,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,[C-]#[O+] || [C-]#[O+] || c1ccc(-c2cc(-c3ccccc3)c([N-]c3[n-]c(-c4ccccc4)cc3-c3ccccc3)[n-]2)cc1,C1=C(c2ccccc2)C(=Nc2[n-]c(-c3ccccc3)cc2-c2ccccc2)N=C1c1ccccc1 || [C-]#[O+] || [C-]#[O+]
PIVMOY,Rh,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,COc1ccc(-c2cc(-c3ccccc3)c([N-]c3[n-]c(-c4ccc(OC)cc4)cc3-c3ccccc3)[n-]2)cc1 || [C-]#[O+] || [C-]#[O+],COc1ccc(C2=NC(=Nc3[n-]c(-c4ccc(OC)cc4)cc3-c3ccccc3)C(c3ccccc3)=C2)cc1 || [C-]#[O+] || [C-]#[O+]
PIVNAL,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CC2C=CC1C2 || COc1ccc(-c2cc(-c3ccccc3)[n-]c2[N-]c2[n-]c(-c3ccccc3)cc2-c2ccc(OC)cc2)cc1,C1=CC2C=CC1C2 || COc1ccc(C2=CC(c3ccccc3)=NC2=Nc2[n-]c(-c3ccccc3)cc2-c2ccc(OC)cc2)cc1
PIXTEV,Ti,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,CN1CCN(C)CCN(C)CC1 || N#C[O-] || N#C[O-] || O=O,CN1CCN(C)CCN(C)CC1 || [N-]=C=O || [N-]=C=O || [O-][O-]
PIYYON,Fe,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)[P-2](Nc1ccccn1)C(C)C || [Cl-] || [Cl-] || c1ccncc1,CC(C)P(Nc1ccccn1)C(C)C || [Cl-] || [Cl-] || c1ccncc1
PIYZAA,Fe,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)[P-2](C(C)C)N(C)c1ccccn1 || [Br-] || [Br-],CC(C)P(C(C)C)N(C)c1ccccn1 || [Br-] || [Br-]
PIZGOW,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || [Cl-] || [Cl-] || c1ccc(CN(CCCn2cccc2)Cc2ccccn2)nc1,CS(C)=O || [Cl-] || [Cl-] || c1ccc(CN(CCCn2cccc2)Cc2ccccn2)nc1
POFSUA,Zn,heterocyclic_carbene_like,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(C)(C)n1[c-][n+](C(C)(C)C)cc1 || C[Si](C)(C)c1cc[cH-]c1 || C[Si](C)(C)c1cc[cH-]c1,CC(C)(C)N1[C]N(C(C)(C)C)C=C1 || C[Si](C)(C)c1cc[cH-]c1 || C[Si](C)(C)c1cc[cH-]c1
POJMEH,Rh,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CC(C)(C)P(C[Si](C)(C)[N-][Si](C)(C)CP(C(C)(C)C)C(C)(C)C)C(C)(C)C || O=O,CC(C)(C)P(C[Si](C)(C)[N-][Si](C)(C)CP(C(C)(C)C)C(C)(C)C)C(C)(C)C || [O-][O-]
POQSAP,Ni,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CC(=O)C=C(C)N=NC(=S)c1ccccc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC([O-])=CC(C)=NN=C([S-])c1ccccc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
POSZEC,Pt,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#CC(=S)C(=S)C#N || [C-]#[N+]C || [C-]#[N+]C,N#CC([S-])=C([S-])C#N || [C-]#[N+]C || [C-]#[N+]C
POWCEJ,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || Cc1ccccc1P(C)C || [Cl-],Cc1ccccc1P(C)C || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
POWDAG,Ru,carbonyl_like,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,O=O || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[C-]#[O+] || [C-]#[O+] || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
POWJIU,Pd,heterocyclic_carbene_like,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(C)(C)N1CCc2ccccc2C1 || CP(C)C || CP(C)C || [Cl-],CC(C)(C)N1[C]Cc2ccccc2C1 || CP(C)C || CP(C)C || [Cl-]
PUCFEY,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1ccc(S(C)=O)cc1 || Cc1ccc([S-2](C)=O)cc1 || [Cl-] || [Cl-],Cc1ccc(S(C)=O)cc1 || Cc1ccc(S(C)=O)cc1 || [Cl-] || [Cl-]
PUFQUC,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || [CH3-] || [CH3-],[CH3-] || [CH3-] || c1ccc(-c2ccccn2)nc1
PUHJUZ,Fe,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,O=[N+]([O-])c1ccc([O-])c(N=Cc2ccccn2)c1 || O=[N+]([O-])c1ccc([O-])c([N-]C=C2C=CC=C[N-]2)c1,O=[N+]([O-])c1ccc([O-])c(N=Cc2ccccn2)c1 || O=[N+]([O-])c1ccc([O-])c(N=Cc2ccccn2)c1
PUJNIR,Cu,other_C_bound_ligand,feature_extraction_failure,,0,0,,1,,
PUMRUM,Os,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,CC(C)P(C(C)C)C(C)C || CC(C)P(C(C)C)C(C)C || CN1C=CN(C[C-]=O)C1 || O=O || [Cl-],CC(C)P(C(C)C)C(C)C || CC(C)P(C(C)C)C(C)C || CN1[C]N(C[C-]=O)C=C1 || [Cl-] || [O-][O-]
PUNFUB,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CN(Cc1ccccn1)Cc1ccccn1 || C[S-2](C)=O || [Cl-] || [Cl-],CN(Cc1ccccn1)Cc1ccccn1 || CS(C)=O || [Cl-] || [Cl-]
PUNVIF,Pt,P_donor_no_M_C,unresolved_positional_or_equivalence,0,1,1,2,2,CC(C)P(c1ccccc1[Si-]c1ccccc1P(C(C)C)C(C)C)C(C)C || [Cl-],CC(C)P(c1ccccc1[SiH-]c1ccccc1P(C(C)C)C(C)C)C(C)C || [Cl-]
PUNVOL,Pt,other_C_bound_ligand,unresolved_positional_or_equivalence,0,1,1,2,2,CC(C)P(c1ccccc1[Si-]c1ccccc1P(C(C)C)C(C)C)C(C)C || Cc1[c-]c(C)cc(C)c1,CC(C)P(c1ccccc1[SiH-]c1ccccc1P(C(C)C)C(C)C)C(C)C || Cc1[c-]c(C)cc(C)c1
QABFOP,W,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC=C([C-2]N(C)C)C(C)=O || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC=C([C]N(C)C)C(C)=O || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
QAHBAC,Fe,haptic_or_adjacent_multi_C,unresolved_positional_or_equivalence,0,1,1,2,2,Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || [C-]#[O+] || [SiH-][SiH3],Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || [C-]#[O+] || [SiH2-][SiH3]
QAHYAZ,Zr,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,[CH2-][CH-]CCCP(c1ccccc1)c1ccccc1 || c1cc[cH-]c1 || c1cc[cH-]c1,C=CCCCP(c1ccccc1)c1ccccc1 || c1cc[cH-]c1 || c1cc[cH-]c1
QAMHOC,Pd,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C=CCN(CC=C)[P-2](c1ccccc1)c1ccccc1 || [Cl-] || [Cl-],C=CCN(CC=C)P(c1ccccc1)c1ccccc1 || [Cl-] || [Cl-]
QANGOB,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCO[P-2](O)c1ccccc1 || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1,CCOP(O)c1ccccc1 || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
QANGUH,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCO[P-2](O)c1ccccc1 || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1,CCOP(O)c1ccccc1 || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
QARTUY,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=CC(c2ccccc2)=c2ccc3c(c2[N-]1)[N-]C=CC=3c1ccccc1 || C1CSCCSCCS1 || [Cl-],C1CSCCSCCS1 || [Cl-] || c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1
QASBIV,Ir,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,COC(=O)C(=S)C=S || Cc1c(C)c(C)[c-](C)c1C,COC(=O)C([S-])=C[S-] || Cc1c(C)c(C)[c-](C)c1C
QATKUT,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,4,6,O=O || [O-2] || [O-]c1ccccc1C1=NCCO1 || [O-]c1ccccc1C1=NCCO1,[O-2] || [O-][O-] || [O-]c1ccccc1C1=NCCO1 || [O-]c1ccccc1C1=NCCO1
QECVOJ,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(=O)N[P-2](c1ccccc1)c1ccccc1 || [CH2-]CC(C)=O,CC(=O)NP(c1ccccc1)c1ccccc1 || [CH2-]CC(C)=O
QEFLIZ,Co,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CC(C)(C)N1Cc2cccc(n2)CN(C(C)(C)C)Cc2cccc(n2)C1 || O=O,CC(C)(C)N1Cc2cccc(n2)CN(C(C)(C)C)Cc2cccc(n2)C1 || [O-][O-]
QEHQEZ,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,OCCN[C-2]c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],OCCN[C]c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
QEHQID,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC(=O)OCCN[C-2]C=C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC(=O)OCCN[C]C=C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
QEHQOJ,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC=C[C-2]NCCO || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC=C[C]NCCO || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
QEKDOB,Rh,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CCP(CC)CC || CCP(CC)CC || O=O || [C-]#[N+]c1c(C)cccc1C || [Cl-],CCP(CC)CC || CCP(CC)CC || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [O-][O-]
QELZOZ,V,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,5,5,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || O=C(N[O-])c1ccccc1 || O=O || [O-2],O=C(N[O-])c1ccccc1 || [O-2] || [O-][O-] || c1ccc(-c2ccccn2)nc1
QEPHOI,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)P(C(C)C)C(C)C || CCN([C-2]C=C(c1ccccc1)c1ccccc1)CC || [C-]#[O+] || c1cc[cH-]c1,CC(C)P(C(C)C)C(C)C || CCN([C]C=C(c1ccccc1)c1ccccc1)CC || [C-]#[O+] || c1cc[cH-]c1
QERLEE,W,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CCOC(C)=C([C-2]N1CCOCC1)C(=CC(=O)OC)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CCOC(C)=C([C]N1CCOCC1)C(=CC(=O)OC)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
QESGUQ,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,CC(=O)C=C(C)N=NC(=O)c1ccccc1O || CC[O-] || [O-2],CC([O-])=CC(C)=NN=C([O-])c1ccccc1O || CC[O-] || [O-2]
QESYUI,W,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,Cc1ccc([C-2]N)cc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C]N)cc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
QESZET,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C[C-2]N(Cc1ccccc1)N(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C[C]N(Cc1ccccc1)N(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
QETJUU,Mn,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,7,5,[N-3] || [O-]c1ccccc1C=NCCC[N-][CH-]c1ccccc1[O-],[N-3] || [O-]c1ccccc1C=NCCCN=Cc1ccccc1[O-]
