IDs,charge,in_graph_consensus,status,validated,extraction_method,n_atoms,n_edges,n_heavy_edges,edges_0,error
OXACUN,1,1,ok,1,fast_binary,62,64,28,0-1;0-2;0-3;0-35;1-4;1-13;1-14;2-15;2-40;3-31;3-33;4-5;4-9;4-46;5-6;5-7;5-8;9-10;9-11;9-12;13-21;13-35;13-50;14-17;14-25;14-58;15-16;15-44;17-18;17-19;17-20;21-22;21-23;21-24;25-26;25-27;25-28;29-30;29-42;29-44;31-32;31-38;33-34;33-54;35-36;35-37;38-39;38-56;40-41;40-42;42-43;44-45;46-47;46-48;46-49;50-51;50-52;50-53;54-55;54-56;56-57;58-59;58-60;58-61,
OXAFAV,0,1,ok,1,fast_binary,41,44,24,0-1;0-2;0-3;0-4;2-5;2-25;2-29;3-14;3-15;4-24;4-33;4-37;5-6;5-14;6-7;6-8;8-9;8-10;10-11;10-12;12-13;12-14;15-16;15-24;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;25-26;25-27;25-28;29-30;29-31;29-32;33-34;33-35;33-36;37-38;37-39;37-40,
OXAFEZ,0,1,ok,1,fast_binary,48,51,31,0-4;0-6;0-7;0-29;1-4;1-5;1-26;1-28;2-26;3-26;6-8;6-18;6-22;7-17;7-39;8-9;8-17;9-10;9-11;11-12;11-13;13-14;13-15;15-16;15-17;18-19;18-20;18-21;22-23;22-24;22-25;26-27;29-30;29-40;29-44;30-31;30-39;31-32;31-33;33-34;33-35;35-36;35-37;37-38;37-39;40-41;40-42;40-43;44-45;44-46;44-47,
OXAFID,0,1,ok,1,fast_binary,41,44,24,0-1;0-2;0-3;0-4;2-5;2-25;2-29;3-14;3-15;4-24;4-33;4-37;5-6;5-14;6-7;6-8;8-9;8-10;10-11;10-12;12-13;12-14;15-16;15-24;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;25-26;25-27;25-28;29-30;29-31;29-32;33-34;33-35;33-36;37-38;37-39;37-40,
OXAFOJ,0,1,ok,1,fast_binary,75,81,46,0-1;0-2;0-3;0-4;0-5;2-42;2-53;2-64;3-6;3-26;3-30;4-15;4-16;5-25;5-34;5-38;6-7;6-15;7-8;7-9;9-10;9-11;11-12;11-13;13-14;13-15;16-17;16-25;17-18;17-19;19-20;19-21;21-22;21-23;23-24;23-25;26-27;26-28;26-29;30-31;30-32;30-33;34-35;34-36;34-37;38-39;38-40;38-41;42-43;42-51;43-44;43-45;45-46;45-47;47-48;47-49;49-50;49-51;51-52;53-54;53-62;54-55;54-56;56-57;56-58;58-59;58-60;60-61;60-62;62-63;64-65;64-73;65-66;65-67;67-68;67-69;69-70;69-71;71-72;71-73;73-74,
OXAQEK,-1,1,ok,1,fast_binary,19,19,13,0-1;0-2;0-3;0-4;0-5;0-8;5-11;5-13;6-8;7-9;7-11;7-15;9-10;9-13;11-12;13-14;15-16;15-17;15-18,
OXECIE,0,1,ok,1,fast_binary,73,78,42,0-1;0-2;0-3;0-4;1-10;1-19;1-24;3-6;3-11;3-12;4-5;4-7;5-8;5-12;6-13;6-57;7-10;7-22;8-9;8-28;10-26;11-17;11-34;12-15;13-14;13-55;15-16;15-21;17-18;17-32;19-20;19-41;19-63;21-28;21-49;22-23;22-30;24-25;24-45;24-59;26-27;26-36;28-29;30-31;30-36;32-33;32-37;34-35;34-39;36-67;37-38;37-39;39-40;41-42;41-43;41-44;45-46;45-47;45-48;49-50;49-51;49-52;53-54;53-55;53-71;55-56;57-58;57-71;59-60;59-61;59-62;63-64;63-65;63-66;67-68;67-69;67-70;71-72,
OXECUQ,0,1,ok,1,fast_binary,73,78,42,0-1;0-2;0-3;0-4;2-5;2-31;2-42;3-18;3-53;3-63;4-13;4-26;5-6;5-13;6-7;6-8;8-9;8-14;9-10;9-11;11-12;11-13;14-15;14-16;14-17;18-19;18-26;19-20;19-21;21-22;21-27;22-23;22-24;24-25;24-26;27-28;27-29;27-30;31-32;31-40;32-33;32-34;34-35;34-36;36-37;36-38;38-39;38-40;40-41;42-43;42-51;43-44;43-45;45-46;45-47;47-48;47-49;49-50;49-51;51-52;53-54;53-55;53-59;55-56;55-57;55-58;59-60;59-61;59-62;63-64;63-65;63-69;65-66;65-67;65-68;69-70;69-71;69-72,
OXEFED,0,1,ok,1,fast_binary,59,65,42,0-1;1-2;1-3;1-6;2-4;2-15;2-26;3-5;3-37;3-48;4-7;5-14;6-7;6-14;7-8;8-9;8-10;10-11;10-12;12-13;12-14;15-16;15-24;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;24-25;26-27;26-35;27-28;27-29;29-30;29-31;31-32;31-33;33-34;33-35;35-36;37-38;37-46;38-39;38-40;40-41;40-42;42-43;42-44;44-45;44-46;46-47;48-49;48-57;49-50;49-51;51-52;51-53;53-54;53-55;55-56;55-57;57-58,
OXEGAA,0,1,ok,1,fast_binary,60,66,43,0-1;0-2;0-6;0-59;1-3;1-15;1-26;2-4;2-37;2-48;3-7;4-14;5-59;6-7;6-14;7-8;8-9;8-10;10-11;10-12;12-13;12-14;15-16;15-24;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;24-25;26-27;26-35;27-28;27-29;29-30;29-31;31-32;31-33;33-34;33-35;35-36;37-38;37-46;38-39;38-40;40-41;40-42;42-43;42-44;44-45;44-46;46-47;48-49;48-57;49-50;49-51;51-52;51-53;53-54;53-55;55-56;55-57;57-58,
OXEGOO,0,1,ok,1,fast_binary,81,87,42,0-1;0-2;0-77;0-79;2-3;2-10;3-4;3-17;4-5;4-6;6-7;6-8;8-9;8-10;10-11;11-79;11-80;12-13;12-14;12-15;12-80;15-16;15-23;15-79;17-77;17-78;18-19;18-20;18-21;18-78;21-22;21-33;21-77;23-24;23-25;23-29;25-26;25-27;25-28;29-30;29-31;29-32;33-34;33-35;33-39;35-36;35-37;35-38;39-40;39-41;39-42;43-44;43-45;43-57;43-78;45-46;45-47;45-48;48-49;48-50;48-51;51-52;51-53;51-54;54-55;54-56;54-57;57-58;57-59;60-61;60-62;60-74;60-80;62-63;62-64;62-65;65-66;65-67;65-68;68-69;68-70;68-71;71-72;71-73;71-74;74-75;74-76,
OXEGUU,0,1,ok,1,fast_binary,75,81,44,0-1;0-2;0-4;0-6;2-21;2-25;3-21;3-22;3-47;4-15;4-19;5-15;5-16;5-61;6-7;6-14;7-8;7-21;8-9;8-10;10-11;10-12;12-13;12-14;14-15;16-17;16-18;16-19;19-20;19-27;22-23;22-24;22-25;25-26;25-37;27-28;27-29;27-33;29-30;29-31;29-32;33-34;33-35;33-36;37-38;37-39;37-43;39-40;39-41;39-42;43-44;43-45;43-46;47-48;47-55;48-49;48-50;50-51;50-52;52-53;52-57;53-54;53-55;55-56;57-58;57-59;57-60;61-62;61-69;62-63;62-64;64-65;64-66;66-67;66-71;67-68;67-69;69-70;71-72;71-73;71-74,
OXETOC,0,1,ok,1,fast_binary,36,39,24,0-1;0-2;0-4;0-5;2-22;2-25;3-21;4-18;4-21;5-6;5-13;6-7;6-15;7-8;7-9;9-10;9-11;11-12;11-13;13-14;15-16;15-17;15-18;18-19;18-20;21-22;22-23;22-24;25-26;25-34;26-27;26-28;28-29;28-30;30-31;30-32;32-33;32-34;34-35,
OXEVIY,0,1,ok,1,fast_binary,34,37,24,0-1;0-2;0-5;0-6;2-4;2-20;2-23;3-19;5-16;5-19;6-7;6-14;7-8;7-16;8-9;8-10;10-11;10-12;12-13;12-14;14-15;16-17;16-18;19-20;20-21;20-22;23-24;23-32;24-25;24-26;26-27;26-28;28-29;28-30;30-31;30-32;32-33,
OXEWUK,0,1,ok,1,fast_binary,67,72,31,0-1;0-2;0-15;0-16;0-42;0-43;0-44;0-49;0-54;2-3;2-4;2-9;5-6;5-7;5-8;5-12;9-10;9-11;9-12;12-13;12-14;15-21;15-23;16-23;16-36;17-18;17-19;17-20;17-36;21-22;21-24;21-28;23-32;24-25;24-26;24-27;28-29;28-30;28-31;32-33;32-34;32-35;36-37;36-38;38-39;38-40;38-41;42-43;42-49;42-55;43-54;43-59;44-49;44-54;44-63;45-46;45-47;45-48;45-54;49-50;50-51;50-52;50-53;55-56;55-57;55-58;59-60;59-61;59-62;63-64;63-65;63-66,
OXEXAR,0,1,ok,1,fast_binary,67,72,31,0-1;0-2;0-15;0-16;0-42;0-43;0-44;0-45;0-46;2-3;2-4;2-5;5-6;5-7;5-11;7-8;7-9;7-10;11-12;11-13;11-14;15-17;15-22;16-17;16-32;17-18;18-19;18-20;18-21;22-23;22-24;22-28;24-25;24-26;24-27;28-29;28-30;28-31;32-33;32-34;32-38;34-35;34-36;34-37;38-39;38-40;38-41;42-43;42-46;42-47;43-44;43-51;44-45;44-55;45-46;45-59;46-63;47-48;47-49;47-50;51-52;51-53;51-54;55-56;55-57;55-58;59-60;59-61;59-62;63-64;63-65;63-66,
OXEZUN,0,1,ok,1,fast_binary,65,68,32,0-1;0-2;0-3;0-4;1-5;1-35;2-14;2-15;2-25;3-44;3-45;3-55;5-6;5-14;6-7;6-8;8-9;8-10;10-11;10-12;12-13;12-14;15-16;15-17;15-21;17-18;17-19;17-20;21-22;21-23;21-24;25-26;25-27;25-31;27-28;27-29;27-30;31-32;31-33;31-34;35-36;35-44;36-37;36-38;38-39;38-40;40-41;40-42;42-43;42-44;45-46;45-47;45-51;47-48;47-49;47-50;51-52;51-53;51-54;55-56;55-57;55-61;57-58;57-59;57-60;61-62;61-63;61-64,
OXIBAZ,0,1,ok,1,fast_binary,68,71,32,0-1;0-2;0-3;0-64;1-4;1-14;2-5;2-24;2-34;3-15;3-44;3-54;4-5;4-12;5-6;6-7;6-8;8-9;8-10;10-11;10-12;12-13;14-15;14-22;15-16;16-17;16-18;18-19;18-20;20-21;20-22;22-23;24-25;24-26;24-30;26-27;26-28;26-29;30-31;30-32;30-33;34-35;34-36;34-40;36-37;36-38;36-39;40-41;40-42;40-43;44-45;44-46;44-50;46-47;46-48;46-49;50-51;50-52;50-53;54-55;54-56;54-60;56-57;56-58;56-59;60-61;60-62;60-63;64-65;64-66;64-67,
OXIFIL,0,1,ok,1,fast_binary,48,51,34,0-1;0-2;1-8;2-15;2-26;2-37;3-14;4-14;5-14;6-8;6-12;7-8;7-9;9-10;9-14;10-11;10-12;12-13;15-16;15-24;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;24-25;26-27;26-35;27-28;27-29;29-30;29-31;31-32;31-33;33-34;33-35;35-36;37-38;37-46;38-39;38-40;40-41;40-42;42-43;42-44;44-45;44-46;46-47,
OXOBAF,1,1,ok,1,fast_binary,77,85,52,0-1;0-2;0-3;0-4;1-21;2-47;2-73;3-5;3-12;4-13;4-20;5-6;5-22;6-7;6-8;8-9;8-10;10-11;10-12;12-13;13-14;14-15;14-16;16-17;16-18;18-19;18-20;20-48;21-22;21-25;21-36;22-23;22-24;25-26;25-34;26-27;26-28;28-29;28-30;30-31;30-32;32-33;32-34;34-35;36-37;36-45;37-38;37-39;39-40;39-41;41-42;41-43;43-44;43-45;45-46;47-48;47-51;47-62;48-49;48-50;51-52;51-60;52-53;52-54;54-55;54-56;56-57;56-58;58-59;58-60;60-61;62-63;62-71;63-64;63-65;65-66;65-67;67-68;67-69;69-70;69-71;71-72;73-74;73-75;73-76,
OXOKIW,0,1,ok,1,fast_binary,70,77,44,0-1;0-2;0-4;0-6;0-45;0-57;1-8;2-3;2-9;3-12;3-68;4-5;4-21;5-24;5-68;6-7;6-33;7-36;7-68;8-45;8-52;9-10;9-13;10-11;10-12;12-17;13-14;13-15;13-16;17-18;17-19;17-20;21-22;21-25;22-23;22-24;24-29;25-26;25-27;25-28;29-30;29-31;29-32;33-34;33-37;34-35;34-36;36-41;37-38;37-39;37-40;41-42;41-43;41-44;45-46;46-47;46-48;48-49;48-50;50-51;50-52;52-53;53-54;53-55;53-56;57-58;57-66;58-59;58-60;60-61;60-62;62-63;62-64;64-65;64-66;66-67;68-69,
OXOKOC,0,1,ok,1,fast_binary,79,87,50,0-1;0-3;0-5;0-44;0-56;0-66;1-2;1-8;2-11;2-77;3-4;3-20;4-23;4-77;5-6;5-32;6-35;6-77;7-44;7-51;7-57;8-9;8-12;9-10;9-11;11-16;12-13;12-14;12-15;16-17;16-18;16-19;20-21;20-24;21-22;21-23;23-28;24-25;24-26;24-27;28-29;28-30;28-31;32-33;32-36;33-34;33-35;35-40;36-37;36-38;36-39;40-41;40-42;40-43;44-45;45-46;45-47;47-48;47-49;49-50;49-51;51-52;52-53;52-54;52-55;56-57;56-64;57-58;58-59;58-60;60-61;60-62;62-63;62-64;64-65;66-67;66-75;67-68;67-69;69-70;69-71;71-72;71-73;73-74;73-75;75-76;77-78,
OXOXEG,0,1,ok,1,fast_binary,59,63,37,0-6;0-12;0-13;0-16;0-43;1-16;1-40;2-3;2-4;2-5;2-46;6-8;7-9;7-51;8-17;8-18;9-11;9-49;10-20;10-58;11-12;11-19;13-20;14-18;14-46;15-31;15-43;16-34;17-34;17-44;18-23;19-54;19-56;20-25;21-22;21-23;21-44;23-24;25-26;25-27;25-28;29-30;29-49;29-54;31-32;31-33;31-40;34-35;36-37;36-38;36-39;36-51;40-41;40-42;43-56;44-45;46-47;46-48;49-50;51-52;51-53;54-55;56-57,
OXPHCO,1,1,ok,1,fast_binary,52,57,29,0-1;0-2;0-7;0-13;0-17;0-23;1-3;2-4;3-4;3-5;4-6;7-8;7-11;7-51;8-9;8-24;8-25;9-10;9-26;9-27;10-11;10-28;10-29;11-12;11-30;12-13;12-31;12-32;13-14;13-50;14-15;14-33;14-34;15-16;15-35;15-36;16-17;16-37;16-38;17-18;17-49;18-19;18-39;18-40;19-20;19-23;19-41;20-21;20-42;20-43;21-22;21-44;21-45;22-23;22-46;22-47;23-48,
OXPRCP,1,1,ok,1,fast_binary,45,49,29,0-1;0-3;0-4;0-23;0-24;0-25;1-12;2-12;3-10;3-13;3-14;4-5;4-9;5-6;5-15;6-7;6-16;7-8;7-17;8-9;8-18;9-10;10-11;10-19;11-20;11-21;11-22;12-26;23-26;24-27;24-28;24-29;25-30;25-31;26-32;27-31;27-33;27-34;30-35;30-36;31-37;33-38;33-39;33-40;35-41;35-42;37-41;37-43;41-44,
OXUGAR,0,1,ok,1,fast_binary,79,87,55,0-2;0-6;0-7;0-41;0-45;0-46;1-2;1-3;1-4;1-5;5-44;6-8;6-23;7-20;7-22;8-9;8-10;10-11;10-24;11-12;11-28;12-13;12-23;13-14;13-15;15-16;15-17;17-18;17-22;18-19;18-32;19-20;19-36;20-21;22-23;24-25;24-26;24-27;28-29;28-30;28-31;32-33;32-34;32-35;36-37;36-38;36-39;40-41;40-42;40-43;40-44;45-47;45-62;46-59;46-61;47-48;47-49;49-50;49-63;50-51;50-67;51-52;51-62;52-53;52-54;54-55;54-56;56-57;56-61;57-58;57-71;58-59;58-75;59-60;61-62;63-64;63-65;63-66;67-68;67-69;67-70;71-72;71-73;71-74;75-76;75-77;75-78,
OXUGIY,0,1,ok,1,fast_binary,50,53,29,0-7;0-9;0-11;0-13;0-44;0-46;0-48;1-16;2-16;2-17;3-4;3-15;5-6;5-7;5-15;5-21;7-8;7-9;9-10;9-11;11-12;11-13;13-14;13-15;15-16;17-18;17-19;17-20;21-22;22-23;22-27;22-31;23-24;23-25;23-26;27-28;27-29;27-30;31-32;31-36;31-40;32-33;32-34;32-35;36-37;36-38;36-39;40-41;40-42;40-43;44-45;46-47;48-49,
OXUZAJ,0,1,ok,1,fast_binary,54,59,37,0-5;0-36;1-3;1-5;1-30;2-4;2-5;2-8;2-9;3-36;4-6;4-16;5-35;6-7;6-28;8-14;8-24;9-10;9-33;10-11;10-22;12-13;12-28;12-31;14-15;14-37;16-17;16-31;18-21;18-26;19-20;19-22;19-39;21-30;21-35;22-23;24-25;24-45;26-27;26-50;28-29;30-41;31-32;33-34;33-39;35-50;36-49;37-38;37-47;39-40;41-42;41-43;41-44;45-46;45-47;47-48;49-52;49-53;50-51,
OXUZEN,0,1,ok,1,fast_binary,57,62,38,0-1;0-2;0-19;0-32;1-3;1-4;1-25;2-20;2-42;3-5;3-7;4-11;4-15;5-6;5-9;7-8;7-35;9-10;9-33;11-12;11-13;13-14;13-17;15-16;15-30;17-18;17-30;19-29;20-21;20-26;21-22;21-23;21-24;25-37;25-39;26-32;26-41;27-28;27-32;27-49;29-42;29-43;30-31;33-34;33-35;35-36;37-38;37-51;39-40;39-55;41-49;43-44;43-45;45-46;45-47;45-48;49-50;51-52;51-53;53-54;53-55;55-56,
OYABOG,0,1,ok,1,fast_binary,77,82,48,0-1;0-2;0-3;0-4;1-5;1-19;1-30;2-41;2-55;2-66;5-6;5-7;5-8;8-9;8-17;9-10;9-11;11-12;11-13;13-14;13-15;15-16;15-17;17-18;19-20;19-28;20-21;20-22;22-23;22-24;24-25;24-26;26-27;26-28;28-29;30-31;30-39;31-32;31-33;33-34;33-35;35-36;35-37;37-38;37-39;39-40;41-42;41-43;41-44;44-45;44-53;45-46;45-47;47-48;47-49;49-50;49-51;51-52;51-53;53-54;55-56;55-64;56-57;56-58;58-59;58-60;60-61;60-62;62-63;62-64;64-65;66-67;66-75;67-68;67-69;69-70;69-71;71-72;71-73;73-74;73-75;75-76,
OYAKAB,0,1,ok,1,fast_binary,53,62,46,0-40;0-42;0-45;0-46;0-49;0-51;1-2;1-10;1-43;2-3;2-4;4-5;4-6;6-7;6-8;8-9;8-10;10-42;11-12;11-42;11-43;12-13;12-45;13-14;13-15;15-16;15-17;17-18;17-19;19-20;19-45;20-46;20-47;21-22;21-29;21-47;22-23;22-46;23-24;23-25;25-26;25-27;27-28;27-29;29-30;31-32;31-49;31-50;32-33;32-40;33-34;33-35;35-36;35-37;37-38;37-39;39-40;39-41;41-51;41-52;43-44;47-48,
OYANIM,1,1,ok,1,fast_binary,79,83,42,0-58;0-72;0-76;1-72;1-73;1-77;2-3;2-4;2-5;2-73;5-6;5-7;5-8;9-10;9-11;9-12;9-73;12-13;12-14;12-15;16-17;16-37;16-74;17-18;17-19;19-20;19-24;20-21;20-22;22-23;22-74;24-25;24-29;24-33;25-26;25-27;25-28;29-30;29-31;29-32;33-34;33-35;33-36;37-38;37-75;38-39;38-40;40-41;40-45;41-42;41-43;43-44;43-75;45-46;45-50;45-54;46-47;46-48;46-49;50-51;50-52;50-53;54-55;54-56;54-57;58-59;58-66;59-60;59-61;61-62;61-63;63-64;63-68;64-65;64-66;66-67;68-69;68-70;68-71;74-78;75-78;76-78;77-78,
OYATUE,0,1,ok,1,fast_binary,40,41,19,0-1;0-2;0-3;0-7;3-4;3-5;3-6;4-10;5-22;6-31;7-8;7-9;7-13;10-11;10-12;10-13;13-14;13-18;14-15;14-16;14-17;18-19;18-20;18-21;22-23;22-27;22-31;23-24;23-25;23-26;27-28;27-29;27-30;31-32;31-36;32-33;32-34;32-35;36-37;36-38;36-39,
OYAYAQ,1,1,ok,1,fast_binary,59,62,36,0-1;0-2;1-34;1-43;2-31;2-53;3-24;3-25;4-23;4-26;5-31;5-37;5-48;6-32;6-43;6-50;7-23;7-44;8-25;8-36;9-24;9-36;10-11;10-12;10-36;13-14;13-15;13-24;16-26;16-44;17-18;17-19;17-26;20-21;20-22;20-44;23-45;25-40;27-28;27-29;27-30;27-31;32-33;32-34;34-35;37-38;37-39;37-40;40-41;40-42;43-55;45-46;45-47;45-50;48-49;48-53;50-51;50-52;53-54;55-56;55-57;55-58,
OYAZEU,0,1,ok,1,fast_binary,60,68,46,0-15;0-24;0-33;0-42;0-53;0-55;1-2;1-3;1-54;3-4;3-5;5-6;5-53;6-7;6-55;7-8;7-9;9-10;9-11;11-12;11-13;13-14;13-55;15-56;15-57;16-17;16-18;16-56;18-19;18-57;20-21;20-22;20-23;20-56;24-25;24-31;25-26;25-57;26-27;26-28;28-29;28-30;30-31;30-51;31-32;33-58;33-59;34-35;34-36;34-58;36-37;36-59;38-39;38-40;38-41;38-59;42-43;42-50;43-44;43-45;45-46;45-52;46-47;46-48;48-49;48-50;50-58;53-54,
OYEGEF,0,1,ok,1,fast_binary,74,79,48,0-1;0-31;1-32;1-46;1-60;2-5;2-13;3-14;3-20;4-21;4-28;5-6;5-7;7-8;7-9;9-10;9-11;11-12;11-13;13-14;14-15;15-16;15-17;17-18;17-30;18-19;18-20;20-21;21-22;22-23;22-24;24-25;24-26;26-27;26-28;28-29;30-31;32-33;32-41;33-34;33-35;35-36;35-37;37-38;37-39;39-40;39-41;41-42;42-43;42-44;42-45;46-47;46-55;47-48;47-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56;56-57;56-58;56-59;60-61;60-69;61-62;61-63;63-64;63-65;65-66;65-67;67-68;67-69;69-70;70-71;70-72;70-73,
OYEGIJ,0,1,ok,1,fast_binary,65,70,45,0-1;0-31;1-32;1-43;1-54;2-5;2-13;3-14;3-20;4-21;4-28;5-6;5-7;7-8;7-9;9-10;9-11;11-12;11-13;13-14;14-15;15-16;15-17;17-18;17-30;18-19;18-20;20-21;21-22;22-23;22-24;24-25;24-26;26-27;26-28;28-29;30-31;32-33;32-41;33-34;33-35;35-36;35-37;37-38;37-39;39-40;39-41;41-42;43-44;43-52;44-45;44-46;46-47;46-48;48-49;48-50;50-51;50-52;52-53;54-55;54-63;55-56;55-57;57-58;57-59;59-60;59-61;61-62;61-63;63-64,
OYEYIB,0,1,ok,1,fast_binary,79,82,41,0-1;0-2;0-3;0-4;3-5;3-6;4-9;4-35;5-7;5-11;6-22;6-24;7-8;7-22;9-10;9-51;11-18;11-21;12-24;12-33;12-41;13-14;13-24;13-37;14-15;14-47;16-17;16-21;16-25;16-71;18-19;18-39;19-20;19-67;19-75;21-31;22-23;25-26;25-27;25-28;29-30;29-35;29-57;31-32;31-49;33-34;33-43;33-63;35-36;37-38;37-53;37-59;39-40;39-49;41-42;41-47;43-44;43-45;43-46;47-48;49-50;51-52;51-57;53-54;53-55;53-56;57-58;59-60;59-61;59-62;63-64;63-65;63-66;67-68;67-69;67-70;71-72;71-73;71-74;75-76;75-77;75-78,
OYIKUE,-1,1,ok,1,fast_binary,38,40,25,0-1;0-2;0-3;0-4;1-5;1-6;1-7;5-10;5-18;6-8;6-14;7-20;7-22;8-9;8-34;10-11;10-12;12-13;12-28;14-15;14-24;16-17;16-24;16-34;18-19;18-30;20-21;20-26;22-23;22-32;24-25;26-27;26-36;28-29;28-30;30-31;32-33;32-36;34-35;36-37,
OYILIT,-1,1,ok,1,fast_binary,56,58,25,0-4;0-5;0-22;0-39;1-4;2-4;3-4;5-6;5-7;5-19;7-8;7-9;7-10;10-11;10-12;10-13;13-14;13-15;13-16;16-17;16-18;16-19;19-20;19-21;22-23;22-24;22-36;24-25;24-26;24-27;27-28;27-29;27-30;30-31;30-32;30-33;33-34;33-35;33-36;36-37;36-38;39-40;39-41;39-53;41-42;41-43;41-44;44-45;44-46;44-47;47-48;47-49;47-50;50-51;50-52;50-53;53-54;53-55,
OYOCIP,0,1,ok,1,fast_binary,75,82,54,0-1;0-4;0-9;0-10;0-13;0-14;1-2;1-7;1-43;2-3;2-15;2-18;4-39;5-6;5-8;5-72;7-11;7-32;8-14;8-47;9-29;10-47;10-64;11-12;11-23;13-32;13-56;14-18;14-25;15-16;15-17;15-20;18-19;18-51;20-21;20-22;20-61;23-24;23-35;25-26;25-27;25-28;29-31;29-37;29-38;30-37;32-54;33-37;34-37;35-36;35-54;39-42;39-48;39-60;40-60;41-60;43-44;43-45;43-46;47-55;49-50;49-56;49-68;51-52;51-53;51-61;54-68;55-66;55-70;56-57;58-59;58-64;58-70;60-74;61-62;61-63;64-65;66-67;66-72;68-69;70-71;72-73,
OYOCOV,0,1,ok,1,fast_binary,60,61,26,0-1;0-2;0-3;0-10;0-17;3-4;3-18;4-5;4-6;4-7;7-8;7-9;7-10;10-11;10-37;11-12;11-13;11-14;14-15;14-16;14-17;17-41;18-19;18-28;19-20;19-24;20-21;20-22;20-23;24-25;24-26;24-27;28-29;28-33;29-30;29-31;29-32;33-34;33-35;33-36;37-38;37-39;37-40;41-42;41-51;42-43;42-47;43-44;43-45;43-46;47-48;47-49;47-50;51-52;51-56;52-53;52-54;52-55;56-57;56-58;56-59,
OYOHEQ,0,1,ok,1,fast_binary,73,78,43,0-61;0-62;0-63;0-64;0-65;0-66;1-17;1-33;1-49;1-50;2-3;2-4;2-5;2-6;6-7;6-8;6-12;8-9;8-10;8-11;12-13;12-14;12-64;14-15;14-16;14-67;17-64;17-67;18-19;18-20;18-21;18-22;22-23;22-24;22-28;24-25;24-26;24-27;28-29;28-30;28-65;30-31;30-32;30-68;33-65;33-68;34-35;34-36;34-37;34-38;38-39;38-40;38-44;40-41;40-42;40-43;44-45;44-46;44-66;46-47;46-48;46-69;49-66;49-69;50-51;50-59;51-52;51-53;53-54;53-55;55-56;55-57;57-58;57-59;59-60;61-70;62-71;63-72,
OYOKOD,1,1,ok,1,fast_binary,76,86,49,0-1;0-7;0-8;0-10;0-11;0-13;0-14;0-16;0-29;2-40;2-44;3-53;3-57;4-65;4-67;5-29;5-30;5-32;6-29;6-31;6-62;7-65;7-66;8-9;8-10;8-16;10-11;10-17;11-12;11-13;13-14;13-21;14-15;14-16;16-25;17-18;17-19;17-20;21-22;21-23;21-24;25-26;25-27;25-28;30-31;30-43;31-54;32-33;32-34;32-35;36-37;36-38;36-39;36-40;40-41;41-42;41-43;43-44;44-45;45-46;45-47;45-48;49-50;49-51;49-52;49-53;53-54;54-55;55-56;55-57;57-58;58-59;58-60;58-61;62-63;62-64;62-65;66-67;66-72;67-68;68-69;68-70;68-71;72-73;72-74;72-75,
OYONIA,0,1,ok,1,fast_binary,71,75,44,0-70;1-61;1-62;1-64;2-3;2-11;2-61;3-4;3-5;5-6;5-7;7-8;7-9;9-10;9-11;11-67;12-13;12-14;12-15;12-67;16-17;16-25;16-62;17-18;17-19;19-20;19-21;21-22;21-23;23-24;23-25;25-68;26-27;26-28;26-29;26-68;30-31;30-38;30-64;31-32;31-70;32-33;32-34;34-35;34-36;36-37;36-38;38-69;39-40;39-41;39-42;39-69;43-66;43-70;44-45;44-56;44-66;45-46;45-50;46-47;46-48;46-49;50-51;50-52;52-53;52-54;54-55;54-56;56-57;57-58;57-59;57-60;61-70;62-63;64-65,
OYONOG,0,1,ok,1,fast_binary,69,73,42,0-1;0-9;0-58;1-2;1-3;3-4;3-5;5-6;5-7;7-8;7-9;9-64;10-11;10-12;10-13;10-64;14-58;14-59;14-61;15-16;15-24;15-59;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-24;24-65;25-26;25-27;25-28;25-65;29-30;29-37;29-61;30-31;30-67;31-32;31-33;33-34;33-35;35-36;35-37;37-66;38-39;38-40;38-41;38-66;42-43;42-47;42-63;43-44;43-45;43-46;47-48;47-49;49-50;49-51;51-52;51-53;53-54;53-63;54-55;54-56;54-57;58-67;59-60;61-62;63-67;67-68,
OYOPEY,0,1,ok,1,fast_binary,69,73,42,0-68;1-59;1-60;1-62;2-3;2-11;2-59;3-4;3-5;5-6;5-7;7-8;7-9;9-10;9-11;11-65;12-13;12-14;12-15;12-65;16-17;16-24;16-60;17-18;17-68;18-19;18-20;20-21;20-22;22-23;22-24;24-66;25-26;25-27;25-28;25-66;29-30;29-38;29-62;30-31;30-32;32-33;32-34;34-35;34-36;36-37;36-38;38-67;39-40;39-41;39-42;39-67;43-44;43-51;43-64;44-45;44-46;46-47;46-55;47-48;47-49;49-50;49-64;51-52;51-53;51-54;55-56;55-57;55-58;59-68;60-61;62-63;64-68,
