CSD_code,SMILES_tmQM,q,s,metal_symbol,coordination_number_tmQM,SMILES_CSD_fixed,coordination_number_CSD_fixed,SMILES_G
DOJSED,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]c2ccccc2-c2oc3ccccc3n->12)<-n1cc[nH]c1-c1ccccc1,0,0,Re,6,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]c2ccccc2-c2oc3ccccc3n->12)<-n1cc[nH]c1-c1ccccc1,6.0,[O+]#[C-:3Π]->[Re+Π]1(<-[C-:4Π]#[O+])(<-[C-:1↑]#[O+])(<-[O-:2Π]c2ccccc2-c2oc3ccccc3[n:5Π]->12)<-[n:6↓]1cc[nH]c1-c1ccccc1
ALOCOV,CSCCCN1Cc2ccccn2->[Re+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],0,0,Re,6,CSCCCN1Cc2ccccn2->[Re+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],6.0,CSCCC[N:6↓]1Cc2cccc[n:5Π]2->[Re+Π]<-1(<-[Br-:2Π])(<-[C-:1↑]#[O+])(<-[C-:3Π]#[O+])<-[C-:4Π]#[O+]
WIHTIQ,CCOP(OCC)(OCC)->[Re+](<-[C-]#[O+])(<-N=Nc1ccccc1)(<-P(OCC)(OCC)OCC)(<-P(OCC)(OCC)OCC)<-P(OCC)(OCC)OCC,1,0,Re,6,CCOP(OCC)(OCC)->[Re+](<-[C-]#[O+])(<-N=Nc1ccccc1)(<-P(OCC)(OCC)OCC)(<-P(OCC)(OCC)OCC)<-P(OCC)(OCC)OCC,6.0,CCO[P:4Π](OCC)(OCC)->[Re+Π](<-[C-:5Π]#O+)(<-[N:3Π]=Nc1ccccc1)(<-[P:6↓](OCC)(OCC)OCC)(<-[P:2Π](OCC)(OCC)OCC)<-[P:1↑](OCC)(OCC)OCC
ZIRFOV,c1ccc(P(c2ccccc2)(c2ccccc2)->[ReH5](<-P(c2ccccc2)(c2ccccc2)c2ccccc2)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0,0,Re,3,c1ccc(P(c2ccccc2)(c2ccccc2)->[ReH5](<-P(c2ccccc2)(c2ccccc2)c2ccccc2)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,3.0,c1ccc([P:3Π](c2ccccc2)(c2ccccc2)->[ReH5](<-[P:1Π](c2ccccc2)(c2ccccc2)c2ccccc2)<-[P:2Π](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
RIFJIA,O=C([O-])C1CS2CC(N->[Re+]<-2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N1)C(=O)O,0,0,Re,6,O=C([O-])C1CS2CC(N->[Re+]<-2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N1)C(=O)O,6.0,O=C(O-)C1C[S:2Π]2CC([N:5Π]->[Re+Π]<-2(<-[C-:3Π]#O+)(<-[C-:4Π]#O+)(<-[C-:1↑]#O+)<-[N:6↓]1)C(=O)O
TUYBEV,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccc(Cl)cc2)CCN->1=Cc1ccc(Cl)cc1,0,0,Re,6,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccc(Cl)cc2)CCN->1=Cc1ccc(Cl)cc1,6.0,[O+]#[C-:4Π]->[Re+Π]1(<-[Cl-:2Π])(<-[C-:1↑]#[O+])(<-[C-:5Π]#[O+])<-[N:3Π](=Cc2ccc(Cl)cc2)CC[N:6↓]->1=Cc1ccc(Cl)cc1
SADKEN,CCP1(CC)CCP(CC)(CC)->[Tc+3]<-12(<-[S-]C)(<-[S-]C)<-P(CC)(CC)CCP->2(CC)CC,1,0,Tc,6,CCP1(CC)CCP(CC)(CC)->[Tc+3]<-12(<-[S-]C)(<-[S-]C)<-P(CC)(CC)CCP->2(CC)CC,6.0,CC[P:5Π]1(CC)CC[P:1↑](CC)(CC)->[Tc+3Π]<-12(<-[S-:4Π]C)(<-[S-:2Π]C)<-[P:3Π](CC)(CC)CC[P:6↓]->2(CC)CC
DOKSII,CCP(CC)(CC)->[Re+5]123(<-[O-2])<-[O-]c4ccccc4C=N->1CC(C)(C)N->2=Cc1ccccc1[O-]->3,1,0,Re,6,CCP(CC)(CC)->[Re+5]123(<-[O-2])<-[O-]c4ccccc4C=N->1CC(C)(C)N->2=Cc1ccccc1[O-]->3,6.0,CC[P:2Π](CC)(CC)->[Re+5Π]123(<-[O-2:3Π])<-[O-:5Π]c4ccccc4C=[N:4Π]->1CC(C)(C)[N:1↑]->2=Cc1ccccc1[O-:6↓]->3
QELSAE,CC(=O)N1CN2CN(C(C)=O)CP(->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4cccc5ccc6cccn->3c6c54)(C2)C1,1,0,Re,6,CC(=O)N1CN2CN(C(C)=O)CP(->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4cccc5ccc6cccn->3c6c54)(C2)C1,6.0,CC(=O)N1CN2CN(C(C)=O)C[P:2Π](->[Re+Π]3(<-[C-:4Π]#O+)(<-[C-:5Π]#O+)(<-[C-:1↑]#O+)<-[n:3Π]4cccc5ccc6ccc[n:6↓]->3c6c54)(C2)C1
CEXHOC,C[C]1N[B-](Cl)(O[C](C)->[Re+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1ccccc1,0,0,Re,6,,,
GILKIY,CCP(c1ccccc1)(c1ccccc1)->[Re+3]123(<-[O-]C4=C(C=N->1CCN->2=CC1=C([O-]->3)C(C)(C)OC1(C)C)C(C)(C)OC4(C)C)<-P(CC)(c1ccccc1)c1ccccc1,1,0,Re,6,CCP(c1ccccc1)(c1ccccc1)->[Re+3]123(<-[O-]C4=C(C=N->1CCN->2=CC1=C([O-]->3)C(C)(C)OC1(C)C)C(C)(C)OC4(C)C)<-P(CC)(c1ccccc1)c1ccccc1,6.0,CC[P:2Π](c1ccccc1)(c1ccccc1)->[Re+3Π]123(<-[O-:3Π]C4=C(C=[N:1↑]->1CC[N:5Π]->2=CC1=C([O-:6↓]->3)C(C)(C)OC1(C)C)C(C)(C)OC4(C)C)<-[P:4Π](CC)(c1ccccc1)c1ccccc1
MOPDUR,[O-2]->[Tc+7]12(<-[O-2])(<-[O-2])<-N3CCN->1CCN->2(Cc1ccccc1)CC3,1,0,Tc,6,[O-2]->[Tc+7]12(<-[O-2])(<-[O-2])<-N3CCN->1CCN->2(Cc1ccccc1)CC3,6.0,[O-2:5Π]->[Tc+7]12(<-[O-2:4Π])(<-[O-2:6Π])<-[N:1Π]3CC[N:2Π]->1CC[N:3Π]->2(Cc1ccccc1)CC3
OBILIU,CC(C)(C)C12->[Re+]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P=1#P->3=C->4(C(C)(C)C)[P-]->52,0,0,Re,8,,,
REYVUN,Cc1ccn2->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n3ccccc3)<-n3c(-c2c1)n(C)c1ccccc13,1,0,Re,6,Cc1ccn2->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n3ccccc3)<-n3c(-c2c1)n(C)c1ccccc13,6.0,Cc1cc[n:2Π]2->[Re+Π](<-[C-:4Π]#[O+])(<-[C-:1↑]#[O+])(<-[C-:5Π]#[O+])(<-[n:3Π]3ccccc3)<-[n:6↓]3c(-c2c1)n(C)c1ccccc13
HEXNUV,CC(C)(C)n1nnc(-c2ccn(->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4cccc5ccc6cccn->3c6c54)cc2)n1,1,0,Re,6,CC(C)(C)n1nnc(-c2ccn(->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4cccc5ccc6cccn->3c6c54)cc2)n1,6.0,
MEKVAZ,[O-2]->[Re+5]123(<-[O-2])<-[n-]4[c+]5[c-](-[c+]6[cH-][cH+][cH-][cH+][cH-]6)[c+]6[n-]->1[c+]([c-](-[c-]1[cH+][cH-][cH+][cH-][cH+]1)[c+]1[cH-][cH+][c-]([c+](-[c-]7[cH+][cH-][cH+][cH-][cH+]7)[c-]7[cH+][cH-][c+]([c-](-[c+]8[cH-][cH+][cH-][cH+][cH-]8)[c+]4[CH-][CH+]5)[n-]->27)[n-]->31)[CH-][CH+]6,-1,0,Re,6,,,
YUBJOU,CC(C)c1cccc(C(C)C)c1[N-2]->[Re+7](<-[I-])(<-[N-2]c1c(C(C)C)cccc1C(C)C)<-[N-2]c1c(C(C)C)cccc1C(C)C,0,0,Re,4,CC(C)c1cccc(C(C)C)c1[N-2]->[Re+7](<-[I-])(<-[N-2]c1c(C(C)C)cccc1C(C)C)<-[N-2]c1c(C(C)C)cccc1C(C)C,4.0,
CAQYUQ,CC(C)P(C(C)C)(C(C)C)->[ReH+2]1234(<-[N-]=O)<-c5c->1[cH-]->2c->3(O[Si](C)(C)C(C)(C)C)c->45,0,0,Re,7,CC(C)P(C(C)C)(C(C)C)->[ReH+2]1234(<-[N-]=O)<-c5c->1c->2(O[Si](C)(C)C(C)(C)C)c->3[cH-]->45,7.0,
RUWNOO,Cc1ccc([N-2]->[Re+5]2(<-[Br-])(<-[Br-])(<-[O-]c3ccccc3-c3sc4ccccc4n->23)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0,0,Re,6,Cc1ccc([N-2]->[Re+5]2(<-[Br-])(<-[Br-])(<-[O-]c3ccccc3-c3sc4ccccc4n->23)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,6.0,Cc1ccc([N-2:1↑]->[Re+5Π]2(<-[Br-:2Π])(<-[Br-:4Π])(<-[O-:6↓]c3ccccc3-c3sc4ccccc4[n:5Π]->23)<-[P:3Π](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
DAMYEY,CC(C)P1(Nc2nc(NC3CC3)nc3NP(C(C)C)(C(C)C)->[Mn+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n23)C(C)C,0,0,Mn,6,CC(C)P1(Nc2nc(NC3CC3)nc3NP(C(C)C)(C(C)C)->[Mn+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n23)C(C)C,6.0,CC(C)[P:2Π]1(Nc2nc(NC3CC3)nc3N[P:4Π](C(C)C)(C(C)C)->[Mn+Π]<-1(<-[Br-:6↓])(<-[C-:1↑]#[O+])(<-[C-:5Π]#[O+])<-[n:3Π]23)C(C)C
RETNUB,CCN(CC)C1N=C(c2ccccc2)[N-]2N=C([S-]->[Re+5]<-2(<-[O-2])(<-[N-]=C=S)(<-O=S(C)C)<-S=1)N1CCCCCC1,0,0,Re,6,CCN(CC)C1=NC(c2ccccc2)=N2N=C([S-]->[Re+5]<-2(<-[O-2])(<-[N-]=C=S)(<-O=S(C)C)<-[S-]1)N1CCCCCC1,6.0,CCN(CC)C1=NC(c2ccccc2)=[N:6↓]2N=C([S-:2Π]->[Re+5Π]<-2(<-[O-2:5Π])(<-[N-:1↑]=C=S)(<-[O:3Π]=S(C)C)<-[S-:4Π]1)N1CCCCCC1
BOBYUN,COc1ccc(N=C[c-]23->[Re+]456(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->4c->52)c->63)cc1,0,0,Re,8,COc1ccc(N=Cc23->[Re+]456(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->4[cH-]->52)c->63)cc1,8.0,
JETHOI,[O+]#[C-]->[Re+3]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1c->2[c-]->3(-c1ccc(N=Cc2ccc(N([O-])[O-])s2)cc1)c->45,0,0,Re,8,O=[N+]([O-])c1ccc(C=Nc2ccc(-c34->[Re+]567(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->5[cH-]->63)c->74)cc2)s1,8.0,
PUMDOR,Cc1ccc2cccc3P(C)(c4ccccc4)->[Re+3]4567(<-[N-]=O)(<-c8c->4c->5[cH-]->6c->78)<-n1c32,1,0,Re,8,Cc1ccc2cccc3P(C)(c4ccccc4)->[Re+3]4567(<-[N-]=O)(<-c8c->4c->5[cH-]->6c->78)<-n1c32,8.0,
NADYAU,C#CCN12Cc3ccccn3->[Re+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1ccccc1C2,1,0,Re,6,C#CCN12Cc3ccccn3->[Re+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1ccccc1C2,6.0,C#CC[N:5Π]12Cc3cccc[n:2Π]3->[Re+Π]<-1(<-[C-:3Π]#[O+])(<-[C-:1↑]#[O+])(<-[C-:4Π]#[O+])<-[n:6↓]1ccccc1C2
LIHRAV,Cc1cc2nc3c4[n-]c5cc(C)c(C)cc5[n-]c4c4nc5cc(C)c(C)cc5[n-]5->[Re+5](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[n-](c2cc1C)c3c45,0,0,Re,6,Cc1cc2nc3c(nc2cc1C)c1nc2cc(C)c(C)cc2n2->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4c5cc(C)c(C)cc5nc3c4c12,6.0,Cc1cc2nc3c(nc2cc1C)c1nc2cc(C)c(C)cc2[n:3Π]2->[Re+Π](<-[Cl-:2Π])(<-[C-:1↑]#[O+])(<-[C-:5Π]#[O+])(<-[C-:4Π]#[O+])<-[n:6↓]4c5cc(C)c(C)cc5nc3c4c12
GOWTET,S=C=[N-]->[Mn+3]123<-[O-]c4ccc(I)cc4C=N->1c1ccccc1N->2=Cc1cc(I)ccc1[O-]->3,0,0,Mn,5,S=C=[N-]->[Mn+3]123<-[O-]c4ccc(I)cc4C=N->1c1ccccc1N->2=Cc1cc(I)ccc1[O-]->3,5.0,
QIBSOL,[O+]#[C-]->[Re+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1(-c1c6ccccc6cc6ccccc16)[cH-]->2c->31ccccc->451,0,0,Re,8,[O+]#[C-]->[Re+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1(-c1c6ccccc6cc6ccccc16)[cH-]->2c->31ccccc->451,8.0,
SEFGIT,COC(=O)C(C(=O)OC)C1C(c2ccccc2)C2->[Mn+]34(<-[C-]#[O+])(<-[N-]=O)(<-C1=C->3C->4=2)<-P(C)(C)C,0,0,Mn,7,,,
IKEWEC,[NH3+]CCCNC1=O->[Mn+3]2(<-[Cl-])(<-[Cl-])(<-O=C(NCCC[NH3+])c3ccccc3[O-]->2)<-[O-]c2ccccc21,1,0,Mn,6,[NH3+]CCCNC1=O->[Mn+3]2(<-[Cl-])(<-[Cl-])(<-O=C(NCCC[NH3+])c3ccccc3[O-]->2)<-[O-]c2ccccc21,6.0,[NH3+]CCCNC1=[O:3Π]->[Mn+3Π]2(<-[Cl-:2Π])(<-[Cl-:4Π])(<-[O:5Π]=C(NCCC[NH3+])c3ccccc3[O-:1↑]->2)<-[O-:6↓]c2ccccc21
ZORWEK,CCCCc1c(Br)sc2-c3sc(Br)c(CCCC)n3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n21,0,0,Re,6,CCCCc1c(Br)sc2-c3sc(Br)c(CCCC)n3->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n21,6.0,CCCCc1c(Br)sc2-c3sc(Br)c(CCCC)[n:3Π]3->[Re+Π](<-[Cl-:2Π])(<-[C-:1↑]#[O+])(<-[C-:4Π]#[O+])(<-[C-:5Π]#[O+])<-[n:6↓]21
MAXSEJ,COc1cccc2C=N3CCN4=Cc5cccc(OC)c5[O-]->[Mn+3]<-3<-4(<-O)(<-O)<-[O-]c21,1,0,Mn,6,COc1cccc2C=N3CCN4=Cc5cccc(OC)c5[O-]->[Mn+3]<-3<-4(<-O)(<-O)<-[O-]c21,6.0,COc1cccc2C=[N:5Π]3CC[N:4Π]4=Cc5cccc(OC)c5[O-:2Π]->[Mn+3Π]<-3<-4(<-[O:6↓])(<-[O:1↑])<-[O-:3Π]c21
FAPRUL,CC(C)(C)N1=CC=N(C(C)(C)C)->[Re+]<-1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],0,0,Re,6,CC(C)(C)N1=CC=N(C(C)(C)C)->[Re+]<-1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],6.0,CC(C)(C)[N:3Π]1=CC=[N:6↓](C(C)(C)C)->[Re+Π]<-1(<-[Cl-:2Π])(<-[C-:5Π]#[O+])(<-[C-:1↑]#[O+])<-[C-:4Π]#[O+]
TUXSUA,CS(=C->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2ccccn->12)c1ccccc1,1,0,Re,6,C[S+]([CH2-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2ccccn->12)c1ccccc1,6.0,C[S+]([CH2-:3Π]->[Re+Π]1(<-[C-:5Π]#[O+])(<-[C-:4Π]#[O+])(<-[C-:1↑]#[O+])<-[n:2Π]2ccccc2-c2cccc[n:6↓]->12)c1ccccc1
ACEDUH,[O+]#[C-]->[Mn+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1(-c1c(F)c(F)c(F)c(F)c1F)c->2[c-]->3(-c1c(F)c(F)c(F)c(F)c1F)c->45-c1c(F)c(F)c(F)c(F)c1F,0,0,Mn,8,[O+]#[C-]->[Mn+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1(-c1c(F)c(F)c(F)c(F)c1F)[cH-]->2c->3(-c1c(F)c(F)c(F)c(F)c1F)c->45-c1c(F)c(F)c(F)c(F)c1F,8.0,
VIKJEE,O=Cc1ccccc1[O-]->[Mn+3]123<-[O-]c4ccccc4C=N->1c1ccccc1N->2=Cc1ccccc1[O-]->3,0,0,Mn,5,O=Cc1ccccc1[O-]->[Mn+3]123<-[O-]c4ccccc4C=N->1c1ccccc1N->2=Cc1ccccc1[O-]->3,5.0,
ESAZUT,COc1ccccc1N1CCN(CCCCCC[S-]->[Re+5]23(<-[O-2])<-[S-]CCN->2(C)CC[S-]->3)CC1,0,0,Re,5,COc1ccccc1N1CCN(CCCCCC[S-]->[Re+5]23(<-[O-2])<-[S-]CCN->2(C)CC[S-]->3)CC1,5.0,
SABFAD,CC1=N([O-])->[Tc+5]23(<-[O-2])<-N(O)=C(C)C(C)(C)[N-]->2CC(CCc2ccccn2)C[N-]->3C1(C)C,0,0,Tc,5,CC1=N([O])->[Tc+4]23(<-[O-2])<-N(O)=C(C)C(C)(C)[N-]->2CC(CCc2ccccn2)C[N-]->3C1(C)C,5.0,
EZIQIN,C[Si]1(C)CP(C2CCCCC2)(C2CCCCC2)->[ReH4+]2(<-[N-]1[Si](C)(C)CP->2(C1CCCCC1)C1CCCCC1)<-P(C)(C)C,0,0,Re,4,C[Si]1(C)CP(C2CCCCC2)(C2CCCCC2)->[ReH4+]2(<-[N-]1[Si](C)(C)CP->2(C1CCCCC1)C1CCCCC1)<-P(C)(C)C,4.0,C[Si]1(C)C[P:3Π↓](C2CCCCC2)(C2CCCCC2)->[ReH4+]2(<-[N-:1↑]1[Si](C)(C)C[P:2Π↓]->2(C1CCCCC1)C1CCCCC1)<-[P:4Π↓](C)(C)C
WAFCOY,[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c2ccccc2C2=N->1CCO2,-1,0,Re,6,[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c2ccccc2C2=N->1CCO2,6.0,[O-2:5Π]->[Re+5Π]1(<-[Cl-:4Π])(<-[Cl-:6↓])(<-[Cl-:2Π])<-[O-:3Π]c2ccccc2C2=[N:1↑]->1CCO2
SEHGUK,Cc1ccc2ccc3ccc(C)n4->[Re+](<-O)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1c2c34,1,0,Re,6,Cc1ccc2ccc3ccc(C)n4->[Re+](<-O)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1c2c34,6.0,Cc1ccc2ccc3ccc(C)[n:3Π]4->[Re+Π](<-[O:2Π])(<-[C-:4Π]#O+)(<-[C-:1↑]#O+)(<-[C-:5Π]#O+)<-[n:6↓]1c2c34
NIHMOG,COC(=O)C(C)(Cl)C1C2->[Mn+]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C=2C->3=C->4[CH-]->51,0,0,Mn,8,,,
ELIWAY,Cn1c2[O-]->[Re+3](<-[O-2])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=O)c2c(=O)n(C)c1=O,0,0,Re,6,CN1C(=O)C2=N([O])->[Re](<-O)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-O=C2N(C)C1=O,6.0,
NITBAV,C[Si](C)(C)c1cn2Cc3ccccn3->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2n1,0,0,Re,6,C[Si](C)(C)c1cn2Cc3ccccn3->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2n1,6.0,C[Si](C)(C)c1cn2Cc3cccc[n:3Π]3->[Re+Π](<-[Br-:2Π])(<-[C-:4Π]#[O+])(<-[C-:5Π]#[O+])(<-[C-:1↑]#[O+])<-[n:6↓]2n1
JINMEB,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2cc(Cl)cc(Cl)c2)CCN->1=Cc1cc(Cl)cc(Cl)c1,0,0,Re,6,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2cc(Cl)cc(Cl)c2)CCN->1=Cc1cc(Cl)cc(Cl)c1,6.0,[O+]#[C-:4Π]->[Re+Π]1(<-[Br-:6↓])(<-[C-:5Π]#[O+])(<-[C-:1↑]#[O+])<-[N:3Π](=Cc2cc(Cl)cc(Cl)c2)CC[N:2Π]->1=Cc1cc(Cl)cc(Cl)c1
TIMPOU,C[Si](C)(C)C[C-](=O)->[Re+5](<-[O-2])(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-P(C)(C)C,0,0,Re,5,C[Si](C)(C)C[C-](=O)->[Re+5](<-[O-2])(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-P(C)(C)C,5.0,
EDIFAA,CSc1ccccc1[N-]1C=C2C=Cc3ccccc3[N-]2->[Mn+3]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],0,0,Mn,6,CSc1ccccc1N1=Cc2ccc3ccccc3n2->[Mn+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],6.0,CSc1ccccc1[N:3Π]1=Cc2ccc3ccccc3[n:6↓]2->[Mn+Π]<-1(<-[Br-:2Π])(<-[C-:5Π]#[O+])(<-[C-:4Π]#[O+])<-[C-:1↑]#[O+]
GIMHAO,[O+]#[C-]->[Re+3]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)c1ccc(N=Nc2ccc(N([O-])[O-])cc2)cc1,0,0,Re,6,O=[N+]([O-])c1ccc(N=Nc2ccc(N3=Cc4ccccn4->[Re+]<-3(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])cc2)cc1,6.0,O=N+(O-)c1ccc(N=Nc2ccc([N:3Π]3=Cc4cccc[n:6↓]4->[Re+Π]<-3(<-[Cl-:2Π])(<-[C-:4Π]#O+)(<-[C-:5Π]#O+)<-[C-:1↑]#O+)cc2)cc1
KISXOZ,CC1(C)[O-]->[Re+7](<-[CH3-])(<-[O-2])(<-[O-2])<-[O-]C1(C)C,0,0,Re,5,CC1(C)[O-]->[Re+7](<-[CH3-])(<-[O-2])(<-[O-2])<-[O-]C1(C)C,5.0,
HUPPAK,CN(C)C1=S->[Re+](<-N)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[S-]1,0,0,Re,6,,,
DUKREH,[O+]#[C-]->[Re+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1c->2[c-]->3(I)c->45,0,0,Re,8,[O+]#[C-]->[Re+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1[cH-]->2c->3(I)c->45,8.0,
EFUBUC,CN(C)c1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-S=c3n(C)ccn3[BH2-]n3ccn(C)c3=S->2)cc1,0,0,Re,6,CN(C)c1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-S=c3n(C)ccn3[BH2-]n3ccn(C)c3=S->2)cc1,6.0,CN(C)c1cc[n:3Π](->[Re+Π]2(<-[C-:5Π]#[O+])(<-[C-:1↑]#[O+])(<-[C-:4Π]#[O+])<-[S:2Π]=c3n(C)ccn3[BH2-]n3ccn(C)c3=[S:6↓]->2)cc1
OMALIX,CC1(C)n2cccn2->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cccn21,0,0,Re,6,CC1(C)n2cccn2->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cccn21,6.0,CC1(C)n2ccc[n:5Π]2->[Re+Π](<-[Br-:2Π])(<-[C-:3Π]#[O+])(<-[C-:1↑]#[O+])(<-[C-:4Π]#[O+])<-[n:6↓]2cccn21
CERWAA,CP(c1ccccc1)(c1ccccc1)->[Re+5](<-[I-])(<-[I-])(<-[C-3]Cc1ccccc1)(<-P(C)(c1ccccc1)c1ccccc1)<-P(C)(c1ccccc1)c1ccccc1,0,0,Re,6,CP(c1ccccc1)(c1ccccc1)->[Re+5](<-[I-])(<-[I-])(<-[C-3]Cc1ccccc1)(<-P(C)(c1ccccc1)c1ccccc1)<-P(C)(c1ccccc1)c1ccccc1,6.0,C[P:1↑](c1ccccc1)(c1ccccc1)->[Re+5Π](<-[I-:3Π])(<-[I-:2Π])(<-[C-3:5Π]Cc1ccccc1)(<-[P:4Π](C)(c1ccccc1)c1ccccc1)<-[P:6↓](C)(c1ccccc1)c1ccccc1
NAKVUR,COC(=O)C1=C(C(=O)OC)P(c2ccccc2)(c2ccccc2)->[Re-]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=c4c(ccc5c4=[N+]->2=CC=C5)C=CC13,0,0,Re,6,COC(=O)C1=C(C(=O)OC)P(c2ccccc2)(c2ccccc2)->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3cccc4ccc5c(c43)[N-]->2C1C=C5,6.0,COC(=O)C1=C(C(=O)OC)[P:2Π](c2ccccc2)(c2ccccc2)->[Re+Π]2(<-[C-:4Π]#O+)(<-[C-:3Π]#O+)(<-[C-:1↑]#O+)<-[n:6↓]3cccc4ccc5c(c43)[N-:5Π]->2C1C=C5
