CSD_code,total_charge,fixed_CSD_SMILES,NBO,xyz2mol_tm,TMC-LewisGen
OHEWIJ,0,Cc1cc(CN2CCCCC2)cc2C=N(O)->[Ni+2]3(<-[O-]c12)<-[O-]c1c(C)cc(CN2CCCCC2)cc1C=N->3O,Cc1cc(CN2CCCCC2)cc2/C=N(/O)->[Ni+2]3(<-[O-]c12)<-[O-]c1c(C)cc(CN2CCCCC2)cc1/C=N->3/O,Cc1cc(CN2CCCCC2)cc2C=N(O)->[Ni+2]3(<-[O-]c12)<-[O-]c1c(C)cc(CN2CCCCC2)cc1C=N->3O,[Ni+2]12(Oc3c(C([H])=N->1O[H])c([H])c(C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])c([H])c3C([H])([H])[H])Oc1c(C([H])=N->2O[H])c([H])c(C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])[H]
OHEYUX,0,[Br-]->[Fe+2](<-[Br-])(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,[Br-]->[Fe+2](<-[Br-])(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,[Br-]->[Fe+2](<-[Br-])(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,Br[Fe+2](<-n1c([H])c([H])c([H])c([H])c1[H])(<-n1c([H])c([H])c([H])c([H])c1[H])(Br)(<-n1c([H])c([H])c([H])c([H])c1[H])<-n1c([H])c([H])c([H])c([H])c1[H]
OHIBOX,0,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cc(-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cn->12,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cc(-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cn->12,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cc(-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cn->12,[C-](#[O+])->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(Cl)<-n2c([H])c(-n3c4c([H])c([H])c([H])c([H])c4c4c([H])c([H])c([H])c([H])c43)c([H])c([H])c2-c2c([H])c([H])c(-n3c4c([H])c([H])c([H])c([H])c4c4c([H])c([H])c([H])c([H])c43)c([H])n->12
OHIBUC,0,CC(C)(C)c1cc(COc2ccccc2)c(P(=C2c3ccccc3-c3ccccc32)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C(C)(C)C)c1,CC(C)(C)c1cc(COc2ccccc2)c(P(=C2c3ccccc3-c3ccccc32)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C(C)(C)C)c1,CC(C)(C)c1cc(COc2ccccc2)c(P(=C2c3ccccc3-c3ccccc32)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C(C)(C)C)c1,[W](<-P(=C1c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c21)c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(Oc1c([H])c([H])c([H])c([H])c1[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
OHIDAM,1,[Cl-]->[Ru+2]123456(<-NCCCN->1)<-c1c->2c->3c->42c->5(c->61)CCCC2,[Cl-]->[Ru+2]123456(<-NCCCN->1)<-c1c->2c->3c->42c->5(c->61)CCCC2,[Cl-]->[Ru+2]123456(<-NCCCN->1)<-c1c->2c->3c->42c->5(c->61)CCCC2,C1([H])([H])C([H])([H])C([H])([H])C([H])([H])c23->[Ru+2]45678(<-c2([H])c->4([H])c->5([H])c->6([H])c->731)(<-N(C(C(C(N->8([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])Cl
OHIDEQ,1,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-NCc8ccccn->38)<-c(c->41)c->5(C)c->6c->72,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-NCc8ccccn->38)<-c(c->41)c->5(C)c->6c->72,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-NCc8ccccn->38)<-c(c->41)c->5(C)c->6c->72,[Ru+2]123456(Cl)(<-c7(C([H])([H])[H])c->1([H])c->2([H])c->3(C(C([H])([H])[H])(C([H])([H])[H])[H])c->4([H])c->57[H])<-N(C(c1n->6c([H])c([H])c([H])c1[H])([H])[H])([H])[H]
OHIDIU,1,[Cl-]->[Ru+2]123456(<-NCCN->1)<-c1c->2c->3c->4(CCc2ccccc2)c->5c->61,[Cl-]->[Ru+2]123456(<-NCCN->1)<-c1c->2c->3c->4(CCc2ccccc2)c->5c->61,[Cl-]->[Ru+2]123456(<-NCCN->1)<-c1c->2c->3c->4(CCc2ccccc2)c->5c->61,[Ru+2]123456(Cl)(<-N(C(C(N->1([H])[H])([H])[H])([H])[H])([H])[H])<-c1(C(C(c7c([H])c([H])c([H])c([H])c7[H])([H])[H])([H])[H])c->2([H])c->3([H])c->4([H])c->5([H])c->61[H]
OHIFES,1,[Cl-]->[Ru+2]123456(<-NCCCN->1)<-c1c->2c->3(-c2ccccc2)c->4c->5(-c2ccccc2)c->61,[Cl-]->[Ru+2]123456(<-NCCCN->1)<-c1c->2c->3(-c2ccccc2)c->4c->5(-c2ccccc2)c->61,[Cl-]->[Ru+2]123456(<-NCCCN->1)<-c1c->2c->3(-c2ccccc2)c->4c->5(-c2ccccc2)c->61,[Ru+2]123456(<-c7([H])c->1([H])c->2([H])c->3(-c1c([H])c([H])c([H])c([H])c1[H])c->4([H])c->57-c1c([H])c([H])c([H])c([H])c1[H])(<-N(C(C(C(N->6([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])Cl
OHIMOH,-1,[Cl-]->[Pt+2]1(<-[Cl-])(<-[Cl-])<-C2=C->1CCCCCC2,[Cl-]->[Pt+2]1(<-[Cl-])(<-[Cl-])<-C2=C->1/CCCCCC\2,[Cl-]->[Pt+2]1(<-[Cl-])(<-[Cl-])<-C2=C->1CCCCCC2,[Pt+2]1(Cl)(Cl)(Cl)<-C2([H])=C->1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
OHIQIH,0,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Rh+3]<-12(<-[Cl-])(<-[C-](=O)c1ccccc1P->2(c1ccccc1)c1ccccc1)<-n1ccc[nH]1,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Rh+3]<-12(<-[Cl-])(<-[C-](=O)c1ccccc1P->2(c1ccccc1)c1ccccc1)<-n1ccc[nH]1,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Rh+3]<-12(<-[Cl-])(<-[C-](=O)c1ccccc1P->2(c1ccccc1)c1ccccc1)<-n1ccc[nH]1,[Rh+3]12(Cl)(<-P(c3c(C1=O)c([H])c([H])c([H])c3[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-P(c1c(C2=O)c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-n1c([H])c([H])c([H])n1[H]
OHIRIG,0,[O+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=C(NC2CCCCC2)P->1(c1ccccc1)c1ccccc1)C1CCCCC1,[O+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=C(/NC2CCCCC2)P->1(c1ccccc1)c1ccccc1)/C1CCCCC1,[O+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=C(NC2CCCCC2)P->1(c1ccccc1)c1ccccc1)C1CCCCC1,[W]1(<-P(C(=N->1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
OHIYOV,0,O=C1c2ccccn2->[Co+3]23(<-n4ccccc4C(=O)[N-]->2c2ccc4c(c2)OCO4)(<-n2ccccc2C(=O)[N-]->3c2ccc3c(c2)OCO3)<-[N-]1c1ccc2c(c1)OCO2,O=C1c2ccccn2->[Co+3]23(<-n4ccccc4C(=O)[N-]->2c2ccc4c(c2)OCO4)(<-n2ccccc2C(=O)[N-]->3c2ccc3c(c2)OCO3)<-[N-]1c1ccc2c(c1)OCO2,O=C1c2ccccn2->[Co+3]23(<-n4ccccc4C(=O)[N-]->2c2ccc4c(c2)OCO4)(<-n2ccccc2C(=O)[N-]->3c2ccc3c(c2)OCO3)<-[N-]1c1ccc2c(c1)OCO2,[Co+3]123(N(c4c([H])c([H])c5c(c4[H])OC([H])([H])O5)C(=O)c4n->1c([H])c([H])c([H])c4[H])(<-n1c(C(=O)N2c2c([H])c4c(c([H])c2[H])OC([H])([H])O4)c([H])c([H])c([H])c1[H])<-n1c(C(=O)N3c2c([H])c3c(c([H])c2[H])OC([H])([H])O3)c([H])c([H])c([H])c1[H]
OHIZAG,1,[CH3-]->[Co+3]12(<-[CH3-])(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21,[CH3-]->[Co+3]12(<-[CH3-])(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21,[CH3-]->[Co+3]12(<-[CH3-])(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21,[Co+3]12(<-n3c([H])c([H])c([H])c([H])c3-c3n->1c([H])c([H])c([H])c3[H])(<-n1c([H])c([H])c([H])c([H])c1-c1n->2c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H]
OHIZAI,1,O=C1c2ccccn2->[Co+3]23(<-O=C(Nc4ccc(O)cc4)c4ccccn->24)(<-n2ccccc2C(=O)[N-]->3c2ccc(O)cc2)<-[N-]1c1ccc(O)cc1,O=C1c2ccccn2->[Co+3]23(<-O=C(Nc4ccc(O)cc4)c4ccccn->24)(<-n2ccccc2C(=O)[N-]->3c2ccc(O)cc2)<-[N-]1c1ccc(O)cc1,O=C1c2ccccn2->[Co+3]23(<-O=C(Nc4ccc(O)cc4)c4ccccn->24)(<-n2ccccc2C(=O)[N-]->3c2ccc(O)cc2)<-[N-]1c1ccc(O)cc1,c1([H])c([H])c([H])c([H])c2C(N(c3c([H])c([H])c(O[H])c([H])c3[H])[Co+3]34(<-n5c([H])c([H])c([H])c([H])c5C(N(c5c([H])c([H])c(O[H])c([H])c5[H])[H])=O->3)(<-n3c([H])c([H])c([H])c([H])c3C(N4c3c([H])c([H])c(O[H])c([H])c3[H])=O)<-n12)=O
OHOBUJ,0,O=C1c2ccccc2N->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-Nc3ccccc3[N-]->21,O=C1c2ccccc2N->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-Nc3ccccc3[N-]->21,O=C1c2ccccc2N->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-Nc3ccccc3[N-]->21,[Re+]12(<-N([H])([H])c3c([H])c([H])c([H])c([H])c3C(=O)N1c1c(N->2([H])[H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
OHOCIY,0,CC(=O)c1c(C)[nH]n(->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)<-n2[nH]c(C)c(C(C)=O)c2N)c1N,CC(=O)c1c(C)[nH]n(->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)<-n2[nH]c(C)c(C(C)=O)c2N)c1N,CC(=O)c1c(C)[nH]n(->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)<-n2[nH]c(C)c(C(C)=O)c2N)c1N,[Zn+2](<-N#C[S-])(<-N#C[S-])(<-n1n([H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c1N([H])[H])<-n1n([H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c1N([H])[H]
OHOHIC,0,[Br-]->[Ni+4](<-[C-]12CCC(CC1)C2)(<-[C-]12CCC(CC1)C2)<-[C-]12CCC(CC1)C2,[Br-]->[Ni+4](<-[C-]12CCC(CC1)C2)(<-[C-]12CCC(CC1)C2)<-[C-]12CCC(CC1)C2,[Br-]->[Ni+4](<-[C-]12CCC(CC1)C2)(<-[C-]12CCC(CC1)C2)<-[C-]12CCC(CC1)C2,Br[Ni+4](C12C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])C2([H])[H])(C12C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])C2([H])[H])C12C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])C2([H])[H]
OHOKEC,0,Cc1cccc2-c3ccccn3->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n12,Cc1cccc2-c3ccccn3->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n12,Cc1cccc2-c3ccccn3->[Pt+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n12,C([H])([H])([H])c1c([H])c([H])c([H])c2-c3c([H])c([H])c([H])c([H])n3->[Pt+4](<-n12)(Cl)(Cl)(Cl)Cl
OHONAB,1,CC#N->[Ru+2]1234(<-c5c->1c->2[cH-]->3c->45)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CC#N->[Ru+2]1234(<-c5c->1c->2[cH-]->3c->45)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CC#N->[Ru+2]1234(<-c5c->1c->2[cH-]->3c->45)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Ru+2]1234(<-P(c5c([H])c([H])c([H])c([H])c5[H])(c5c([H])c([H])c([H])c([H])c5[H])c5c([H])c([H])c([H])c([H])c5[H])(<-P(c5c([H])c([H])c([H])c([H])c5[H])(c5c([H])c([H])c([H])c([H])c5[H])c5c([H])c([H])c([H])c([H])c5[H])(<-N#CC([H])([H])[H])<-C5([H])=C->1([H])C2([H])C->3([H])=C->45[H]
OHONEF,0,CS1Cc2cccc[c-]2->[Pd+2]<-1(<-[Cl-])<-P12CN3CN(CN(C3)C1)C2,CS1Cc2cccc[c-]2->[Pd@TB12+2]<-1(<-[Cl-])<-P12CN3CN(CN(C3)C1)C2,CS1Cc2cccc[c-]2->[Pd+2]<-1(<-[Cl-])<-P12CN3CN(CN(C3)C1)C2,c12[Pd+2](<-P34C([H])([H])N5C([H])([H])N(C3([H])[H])C([H])([H])N(C4([H])[H])C5([H])[H])(<-S(C(c1c([H])c([H])c([H])c2[H])([H])[H])C([H])([H])[H])Cl
OHOTOV,0,CC(C)P(C1=C(C(C)(C)C)C1(F)F)(C(C)C)->[Pt+2](<-[I-])(<-[I-])<-P(C1=C(C(C)(C)C)C1(F)F)(C(C)C)C(C)C,CC(C)P(C1=C(C(C)(C)C)C1(F)F)(C(C)C)->[Pt+2](<-[I-])(<-[I-])<-P(C1=C(C(C)(C)C)C1(F)F)(C(C)C)C(C)C,CC(C)P(C1=C(C(C)(C)C)C1(F)F)(C(C)C)->[Pt+2](<-[I-])(<-[I-])<-P(C1=C(C(C)(C)C)C1(F)F)(C(C)C)C(C)C,C1(P(C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])->[Pt+2](I)(<-P(C2=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2(F)F)(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])I)=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1(F)F
OHUFAZ,0,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1ccccc1C(=O)[N-]->7c1ccc([N+](=O)[O-])cc1,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1ccccc1C(=O)[N-]->7c1ccc([N+](=O)[O-])cc1,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1ccccc1C(=O)[N-]->7c1ccc([N+](=O)[O-])cc1,C([H])([H])([H])C(C([H])([H])[H])([H])c12->[Ru+2]34567(<-c1([H])c->3([H])c->4(C([H])([H])[H])c->5([H])c->62[H])(<-n1c([H])c([H])c([H])c([H])c1C(=O)N7c1c([H])c([H])c([N+]([O-])=O)c([H])c1[H])Cl
OHUFED,0,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1ccccc1C(=O)[N-]->7c1cccc([N+](=O)[O-])c1,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1ccccc1C(=O)[N-]->7c1cccc([N+](=O)[O-])c1,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1ccccc1C(=O)[N-]->7c1cccc([N+](=O)[O-])c1,[Ru+2]123456(Cl)(<-n7c(C(=O)N1c1c([H])c([H])c([H])c([N+]([O-])=O)c1[H])c([H])c([H])c([H])c7[H])<-c1(C(C([H])([H])[H])([H])C([H])([H])[H])c->2([H])c->3([H])c->4(C([H])([H])[H])c->5([H])c->61[H]
OHUFON,0,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1c(C(=O)[N-]->7c2ccc([N+](=O)[O-])cc2)ccc2ccccc21,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1c(C(=O)[N-]->7c2ccc([N+](=O)[O-])cc2)ccc2ccccc21,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1c(C(=O)[N-]->7c2ccc([N+](=O)[O-])cc2)ccc2ccccc21,[Ru+2]123456(Cl)(<-n7c8c([H])c([H])c([H])c([H])c8c([H])c([H])c7C(=O)N1c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H])<-c1(C(C([H])([H])[H])([H])C([H])([H])[H])c->2([H])c->3([H])c->4(C([H])([H])[H])c->5([H])c->61[H]
OHUMUB,0,Cc1ccn2->[Ir+3]34(<-[O-]C(=O)c5ccccn->35)(<-[c-]3cc(F)nc(F)c3-c2c1)<-[c-]1cc(F)nc(F)c1-c1cc(C)ccn->41,Cc1ccn2->[Ir+3]34(<-[O-]C(=O)c5ccccn->35)(<-[c-]3cc(F)nc(F)c3-c2c1)<-[c-]1cc(F)nc(F)c1-c1cc(C)ccn->41,Cc1ccn2->[Ir+3]34(<-[O-]C(=O)c5ccccn->35)(<-[c-]3cc(F)nc(F)c3-c2c1)<-[c-]1cc(F)nc(F)c1-c1cc(C)ccn->41,C([H])([H])([H])c1c([H])c2-c3c(F)nc(F)c([H])c3[Ir+3]34(c5c(-c6c([H])c(C([H])([H])[H])c([H])c([H])n->36)c(F)nc(F)c5[H])(<-n2c([H])c1[H])<-n1c(C(O4)=O)c([H])c([H])c([H])c1[H]
OHUNAI,0,COc1ccn2->[Ir+3]34(<-[O-]C(=O)c5ccccn->35)(<-[c-]3cc(F)nc(F)c3-c2c1)<-[c-]1cc(F)nc(F)c1-c1cc(OC)ccn->41,COc1ccn2->[Ir+3]34(<-[O-]C(=O)c5ccccn->35)(<-[c-]3cc(F)nc(F)c3-c2c1)<-[c-]1cc(F)nc(F)c1-c1cc(OC)ccn->41,COc1ccn2->[Ir+3]34(<-[O-]C(=O)c5ccccn->35)(<-[c-]3cc(F)nc(F)c3-c2c1)<-[c-]1cc(F)nc(F)c1-c1cc(OC)ccn->41,c1([H])c([H])c(OC([H])([H])[H])c([H])c2-c3c(F)nc(F)c([H])c3[Ir+3]34(c5c(-c6c([H])c(OC([H])([H])[H])c([H])c([H])n->36)c(F)nc(F)c5[H])(<-n12)<-n1c([H])c([H])c([H])c([H])c1C(O4)=O
OHUNOW,0,CC(=O)c1ccc2N3C=CN(C)[C]3->[Ir+3]3456(<-[Cl-])(<-[c-]2c1)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C,CC(=O)c1ccc2N3C=CN(C)[C]3->[Ir+3]3456(<-[Cl-])(<-[c-]2c1)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C,CC(=O)c1ccc2N3C=CN(C)[C]3->[Ir+3]3456(<-[Cl-])(<-[c-]2c1)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C,[Ir+3]12345(Cl)(c6c(N7C->1N(C([H])([H])[H])C([H])=C7[H])c([H])c([H])c(C(=O)C([H])([H])[H])c6[H])<-C1(C([H])([H])[H])=C->2(C([H])([H])[H])C3(C([H])([H])[H])C->4(C([H])([H])[H])=C->51C([H])([H])[H]
OHUPUD,0,CC1c2cccc3C(=O)[N-](c4c(C(C)C)cccc4C(C)C)->[Ni+2](<-[Cl-])(<-N=1c1c(C(C)C)cccc1C(C)C)<-n32,C/C1c2cccc3C(=O)[N-](c4c(C(C)C)cccc4C(C)C)->[Ni@OH23+2](<-[Cl-])(<-N=1\c1c(C(C)C)cccc1C(C)C)<-n32,CC1c2cccc3C(=O)[N-](c4c(C(C)C)cccc4C(C)C)->[Ni+2](<-[Cl-])(<-N=1c1c(C(C)C)cccc1C(C)C)<-n32,[Ni+2]12(Cl)<-n3c(C(=N->1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C(N2c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])=O
OHURUF,0,CC(C)C1COC2Cc3ccc4CC5=N(->[Ni+2](<-[Cl-])(<-N=21)<-[n-]34)C(C(C)C)CO5,CC(C)[C@H]1COC2Cc3ccc4CC5=N(->[Ni@OH20+2](<-[Cl-])(<-N=21)<-[n-]34)[C@@H](C(C)C)CO5,CC(C)C1COC2Cc3ccc4CC5=N(->[Ni+2](<-[Cl-])(<-N=21)<-[n-]34)C(C(C)C)CO5,C1([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC2C([H])([H])c3c([H])c([H])c4C([H])([H])C5=N(->[Ni+2](Cl)(<-N=21)n34)C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O5
OHUTUG,0,[Cl-]->[Zn+2](<-[Cl-])(<-n1c[nH]c2ccccc21)<-n1c[nH]c2ccccc21,[Cl-]->[Zn+2](<-[Cl-])(<-n1c[nH]c2ccccc21)<-n1c[nH]c2ccccc21,[Cl-]->[Zn+2](<-[Cl-])(<-n1c[nH]c2ccccc21)<-n1c[nH]c2ccccc21,[Zn+2](Cl)(Cl)(<-n1c([H])n([H])c2c1c([H])c([H])c([H])c2[H])<-n1c([H])n([H])c2c1c([H])c([H])c([H])c2[H]
OHUYUL,0,c1cc[c-]2->[Ir+3]34(<-[c-]5ccccc5-n5cccn->35)(<-[c-]3ccccc3-n3cccn->43)<-n3cccn3-c2c1,c1cc[c-]2->[Ir+3]34(<-[c-]5ccccc5-n5cccn->35)(<-[c-]3ccccc3-n3cccn->43)<-n3cccn3-c2c1,c1cc[c-]2->[Ir+3]34(<-[c-]5ccccc5-n5cccn->35)(<-[c-]3ccccc3-n3cccn->43)<-n3cccn3-c2c1,[Ir+3]123(<-n4n(-c5c1c([H])c([H])c([H])c5[H])c([H])c([H])c4[H])(<-n1n(-c4c2c([H])c([H])c([H])c4[H])c([H])c([H])c1[H])<-n1n(-c2c3c([H])c([H])c([H])c2[H])c([H])c([H])c1[H]
OJABAC,0,COC(=O)[CH-](C(=O)OC)->[Ru+2]123456(<-NC(c7ccccc7)C(c7ccccc7)[N-]->1S(=O)(=O)c1ccc(C)cc1)<-c1c->2(C)c->3c->4(C)c->5c->61C,COC(=O)[CH-](C(=O)OC)->[Ru+2]123456(<-N[C@@H](c7ccccc7)[C@H](c7ccccc7)[N-]->1S(=O)(=O)c1ccc(C)cc1)<-c1c->2(C)c->3c->4(C)c->5c->61C,COC(=O)[CH-](C(=O)OC)->[Ru+2]123456(<-NC(c7ccccc7)C(c7ccccc7)[N-]->1S(=O)(=O)c1ccc(C)cc1)<-c1c->2(C)c->3c->4(C)c->5c->61C,[Ru+2]123456(<-N(C(C(N1S(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])([H])[H])(<-c1(C([H])([H])[H])c->2([H])c->3(C([H])([H])[H])c->4([H])c->5(C([H])([H])[H])c->61[H])C(C(=O)OC([H])([H])[H])(C(=O)OC([H])([H])[H])[H]
OJABEH,0,O=C1c2ccccn2->[Pt+2]2(<-[Cl-])<-n3ccccc3C[N-]->21,O=C1c2ccccn2->[Pt@OH23+2]2(<-[Cl-])<-n3ccccc3C[N-]->21,O=C1c2ccccn2->[Pt+2]2(<-[Cl-])<-n3ccccc3C[N-]->21,[Pt+2]12(Cl)<-n3c(C(=O)N1C([H])([H])c1n->2c([H])c([H])c([H])c1[H])c([H])c([H])c([H])c3[H]
OJABIL,0,O=C1c2ccccn2->[Pt+2]2(<-[Cl-])<-n3ccccc3C(=O)[N-]->21,O=C1c2ccccn2->[Pt@OH23+2]2(<-[Cl-])<-n3ccccc3C(=O)[N-]->21,O=C1c2ccccn2->[Pt+2]2(<-[Cl-])<-n3ccccc3C(=O)[N-]->21,[Pt+2]12(Cl)<-n3c(C(=O)N1C(=O)c1n->2c([H])c([H])c([H])c1[H])c([H])c([H])c([H])c3[H]
OJACIL,0,CN(C)[N-2]->[Mo+6]12(<-[O-2])<-[S-]CCO->1CC[S-]->2,CN(C)[N-2]->[Mo@TB15+6]12(<-[O-2])<-[S-]CCO->1CC[S-]->2,CN(C)[N-2]->[Mo+6]12(<-[O-2])<-[S-]CCO->1CC[S-]->2,[Mo+6]12(=O)(<-O(C([H])([H])C([H])([H])S1)C([H])([H])C([H])([H])S2)=NN(C([H])([H])[H])C([H])([H])[H]
OJAGEL,0,[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2Nc2ccccn->12,[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2Nc2ccccn->12,[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2Nc2ccccn->12,[Pt+2]1(Cl)(Cl)<-n2c([H])c([H])c([H])c([H])c2N([H])c2n->1c([H])c([H])c([H])c2[H]
